locality_symbol,election_locality_name,target_election,election_number,year,eligible_voters,votes_cast,invalid_votes,valid_votes,Right,Center_Left,Haredi,Arab,Other,total_main_blocs,turnout_pct,invalid_vote_pct,modeled_vote_coverage_pct,Other_raw_pct,Right_valid_pct,Right_pct,Center_Left_valid_pct,Center_Left_pct,Haredi_valid_pct,Haredi_pct,Arab_valid_pct,Arab_pct
72,גן שמואל,Knesset_21,21,2019,871,672,1,671,14.0,654.0,0.0,2.0,1.0,670.0,77.15269804822043,0.1488095238095238,99.85096870342772,0.14903129657228018,2.086438152011923,2.0895522388059704,97.46646795827124,97.61194029850746,0.0,0.0,0.29806259314456035,0.2985074626865672
74,עין הוד,Knesset_21,21,2019,496,369,0,369,29.0,305.0,1.0,3.0,31.0,338.0,74.39516129032258,0.0,91.59891598915989,8.401084010840108,7.8590785907859075,8.579881656804734,82.65582655826557,90.23668639053254,0.27100271002710025,0.2958579881656805,0.8130081300813009,0.8875739644970414
76,כפר גלעדי,Knesset_21,21,2019,562,358,0,358,34.0,323.0,1.0,0.0,0.0,358.0,63.70106761565836,0.0,100.0,0.0,9.497206703910614,9.497206703910614,90.22346368715084,90.22346368715084,0.27932960893854747,0.27932960893854747,0.0,0.0
77,איילת השחר,Knesset_21,21,2019,812,595,1,594,69.0,517.0,4.0,0.0,4.0,590.0,73.27586206896551,0.16806722689075632,99.32659932659934,0.6734006734006733,11.616161616161616,11.694915254237289,87.03703703703704,87.62711864406779,0.6734006734006733,0.6779661016949152,0.0,0.0
78,קרית ענבים,Knesset_21,21,2019,304,220,0,220,22.0,194.0,2.0,0.0,2.0,218.0,72.36842105263158,0.0,99.0909090909091,0.9090909090909091,10.0,10.091743119266056,88.18181818181819,88.9908256880734,0.9090909090909091,0.9174311926605505,0.0,0.0
79,דגניה ב',Knesset_21,21,2019,545,426,2,424,41.0,375.0,4.0,0.0,4.0,420.0,78.1651376146789,0.4694835680751174,99.05660377358491,0.9433962264150944,9.669811320754718,9.761904761904763,88.44339622641509,89.28571428571429,0.9433962264150944,0.9523809523809524,0.0,0.0
80,נהלל,Knesset_21,21,2019,721,549,4,545,75.0,470.0,0.0,0.0,0.0,545.0,76.14424410540916,0.7285974499089253,100.0,0.0,13.761467889908257,13.761467889908257,86.23853211009175,86.23853211009175,0.0,0.0,0.0,0.0
82,עין חרוד (מאוחד),Knesset_21,21,2019,680,491,3,488,53.0,433.0,1.0,0.0,1.0,487.0,72.20588235294117,0.6109979633401221,99.79508196721312,0.20491803278688525,10.860655737704917,10.882956878850102,88.72950819672131,88.91170431211499,0.20491803278688525,0.20533880903490762,0.0,0.0
84,תל יוסף,Knesset_21,21,2019,371,287,0,287,30.0,256.0,1.0,0.0,0.0,287.0,77.35849056603774,0.0,100.0,0.0,10.452961672473867,10.452961672473867,89.19860627177701,89.19860627177701,0.34843205574912894,0.34843205574912894,0.0,0.0
85,כפר יחזקאל,Knesset_21,21,2019,712,582,1,581,79.0,498.0,2.0,1.0,1.0,580.0,81.74157303370787,0.1718213058419244,99.82788296041308,0.17211703958691912,13.59724612736661,13.620689655172413,85.71428571428571,85.86206896551725,0.34423407917383825,0.3448275862068966,0.17211703958691912,0.1724137931034483
86,גבע,Knesset_21,21,2019,524,377,0,377,15.0,360.0,0.0,0.0,2.0,375.0,71.94656488549617,0.0,99.46949602122017,0.5305039787798408,3.978779840848806,4.0,95.49071618037135,96.0,0.0,0.0,0.0,0.0
89,עין חרוד (איחוד),Knesset_21,21,2019,524,397,2,395,32.0,360.0,1.0,1.0,1.0,394.0,75.76335877862596,0.5037783375314862,99.74683544303798,0.25316455696202533,8.10126582278481,8.121827411167512,91.13924050632912,91.37055837563452,0.25316455696202533,0.25380710659898476,0.25316455696202533,0.25380710659898476
90,חפצי-בה,Knesset_21,21,2019,566,420,1,419,83.0,332.0,2.0,1.0,1.0,418.0,74.20494699646643,0.2380952380952381,99.76133651551312,0.23866348448687352,19.809069212410503,19.85645933014354,79.23627684964201,79.42583732057416,0.47732696897374705,0.4784688995215311,0.23866348448687352,0.23923444976076555
92,גיניגר,Knesset_21,21,2019,555,394,0,394,43.0,349.0,0.0,0.0,2.0,392.0,70.990990990991,0.0,99.49238578680203,0.5076142131979695,10.913705583756345,10.96938775510204,88.57868020304569,89.03061224489795,0.0,0.0,0.0,0.0
94,בלפוריה,Knesset_21,21,2019,394,324,0,324,108.0,210.0,3.0,1.0,2.0,322.0,82.23350253807106,0.0,99.38271604938271,0.6172839506172839,33.33333333333333,33.54037267080746,64.81481481481481,65.21739130434783,0.9259259259259258,0.9316770186335404,0.30864197530864196,0.3105590062111801
95,בית אלפא,Knesset_21,21,2019,595,430,2,428,32.0,386.0,5.0,1.0,4.0,424.0,72.26890756302521,0.46511627906976744,99.06542056074767,0.9345794392523363,7.476635514018691,7.547169811320755,90.18691588785047,91.0377358490566,1.1682242990654206,1.179245283018868,0.23364485981308408,0.2358490566037736
96,יגור,Knesset_21,21,2019,1338,930,1,929,64.0,858.0,0.0,0.0,7.0,922.0,69.50672645739911,0.10752688172043011,99.2465016146394,0.7534983853606028,6.8891280947255105,6.941431670281996,92.35737351991389,93.058568329718,0.0,0.0,0.0,0.0
97,מרחביה (מושב),Knesset_21,21,2019,554,421,1,420,99.0,315.0,4.0,1.0,1.0,419.0,75.9927797833935,0.23752969121140144,99.76190476190476,0.2380952380952381,23.57142857142857,23.627684964200476,75.0,75.17899761336515,0.9523809523809524,0.9546539379474941,0.2380952380952381,0.23866348448687352
98,"כפר מל""ל",Knesset_21,21,2019,291,237,0,237,46.0,190.0,0.0,0.0,1.0,236.0,81.44329896907216,0.0,99.57805907172997,0.42194092827004215,19.40928270042194,19.491525423728813,80.16877637130801,80.50847457627118,0.0,0.0,0.0,0.0
99,מצפה רמון,Knesset_21,21,2019,3680,2126,21,2105,1143.0,864.0,60.0,23.0,15.0,2090.0,57.77173913043478,0.9877704609595485,99.2874109263658,0.7125890736342043,54.29928741092637,54.68899521531101,41.04513064133017,41.33971291866029,2.8503562945368173,2.8708133971291865,1.0926365795724466,1.1004784688995215
102,מאיר שפיה,Knesset_21,21,2019,106,54,0,54,22.0,32.0,0.0,0.0,0.0,54.0,50.943396226415096,0.0,100.0,0.0,40.74074074074074,40.74074074074074,59.25925925925925,59.25925925925925,0.0,0.0,0.0,0.0
103,תל עדשים,Knesset_21,21,2019,838,674,2,672,200.0,468.0,2.0,1.0,1.0,671.0,80.42959427207637,0.2967359050445104,99.85119047619048,0.1488095238095238,29.761904761904763,29.806259314456035,69.64285714285714,69.74664679582713,0.2976190476190476,0.29806259314456035,0.1488095238095238,0.14903129657228018
104,מזרע,Knesset_21,21,2019,680,500,0,500,26.0,472.0,1.0,0.0,1.0,499.0,73.52941176470588,0.0,99.8,0.2,5.2,5.210420841683367,94.39999999999999,94.58917835671342,0.2,0.2004008016032064,0.0,0.0
106,כפר גדעון,Knesset_21,21,2019,182,146,1,145,56.0,20.0,69.0,0.0,0.0,145.0,80.21978021978022,0.684931506849315,100.0,0.0,38.62068965517241,38.62068965517241,13.793103448275861,13.793103448275861,47.58620689655172,47.58620689655172,0.0,0.0
107,כפר סילבר,Knesset_21,21,2019,83,34,0,34,12.0,22.0,0.0,0.0,0.0,34.0,40.963855421686745,0.0,100.0,0.0,35.294117647058826,35.294117647058826,64.70588235294117,64.70588235294117,0.0,0.0,0.0,0.0
112,כפר חסידים א',Knesset_21,21,2019,514,392,0,392,167.0,199.0,26.0,0.0,0.0,392.0,76.26459143968872,0.0,100.0,0.0,42.60204081632653,42.60204081632653,50.76530612244898,50.76530612244898,6.63265306122449,6.63265306122449,0.0,0.0
113,אדירים,Knesset_21,21,2019,230,175,0,175,116.0,7.0,50.0,0.0,2.0,173.0,76.08695652173914,0.0,98.85714285714286,1.1428571428571428,66.28571428571428,67.05202312138728,4.0,4.046242774566474,28.57142857142857,28.901734104046245,0.0,0.0
115,חופית,Knesset_21,21,2019,727,522,0,522,62.0,456.0,1.0,0.0,3.0,519.0,71.80192572214581,0.0,99.42528735632183,0.5747126436781609,11.877394636015326,11.946050096339114,87.35632183908046,87.86127167630057,0.19157088122605362,0.1926782273603083,0.0,0.0
122,רמת ישי,Knesset_21,21,2019,5666,4289,15,4274,1445.0,2773.0,41.0,4.0,11.0,4263.0,75.69714084009883,0.3497318722312894,99.74262985493682,0.2573701450631727,33.80907814693496,33.89631714754868,64.88067384183435,65.04808820079757,0.959288722508189,0.9617640159512081,0.09358914365933552,0.09383063570255688
126,שריד,Knesset_21,21,2019,751,546,1,545,43.0,495.0,2.0,1.0,4.0,541.0,72.70306258322236,0.18315018315018314,99.26605504587155,0.7339449541284404,7.889908256880735,7.948243992606285,90.82568807339449,91.49722735674676,0.3669724770642202,0.36968576709796674,0.1834862385321101,0.18484288354898337
127,רמת רחל,Knesset_21,21,2019,357,284,0,284,32.0,251.0,1.0,0.0,0.0,284.0,79.55182072829132,0.0,100.0,0.0,11.267605633802818,11.267605633802818,88.38028169014085,88.38028169014085,0.35211267605633806,0.35211267605633806,0.0,0.0
128,גת רימון,Knesset_21,21,2019,197,146,0,146,36.0,108.0,2.0,0.0,0.0,146.0,74.11167512690355,0.0,100.0,0.0,24.65753424657534,24.65753424657534,73.97260273972603,73.97260273972603,1.36986301369863,1.36986301369863,0.0,0.0
130,משמר העמק,Knesset_21,21,2019,938,716,1,715,25.0,686.0,1.0,1.0,2.0,713.0,76.33262260127933,0.13966480446927373,99.72027972027972,0.27972027972027974,3.4965034965034967,3.506311360448808,95.94405594405593,96.21318373071529,0.13986013986013987,0.1402524544179523,0.13986013986013987,0.1402524544179523
132,כפר ברוך,Knesset_21,21,2019,362,287,0,287,88.0,198.0,1.0,0.0,0.0,287.0,79.28176795580112,0.0,100.0,0.0,30.66202090592334,30.66202090592334,68.98954703832753,68.98954703832753,0.34843205574912894,0.34843205574912894,0.0,0.0
133,גבת,Knesset_21,21,2019,681,553,1,552,34.0,516.0,0.0,0.0,2.0,550.0,81.20411160058737,0.18083182640144665,99.63768115942028,0.36231884057971014,6.159420289855073,6.181818181818182,93.47826086956522,93.81818181818183,0.0,0.0,0.0,0.0
134,יפעת,Knesset_21,21,2019,809,600,3,597,78.0,513.0,1.0,3.0,2.0,595.0,74.1656365883807,0.5,99.66499162479062,0.33500837520938026,13.06532663316583,13.109243697478993,85.92964824120602,86.21848739495799,0.16750418760469013,0.16806722689075632,0.5025125628140703,0.5042016806722689
135,רמת דוד,Knesset_21,21,2019,348,280,2,278,32.0,246.0,0.0,0.0,0.0,278.0,80.45977011494253,0.7142857142857143,100.0,0.0,11.510791366906476,11.510791366906476,88.48920863309353,88.48920863309353,0.0,0.0,0.0,0.0
139,עין שמר,Knesset_21,21,2019,576,433,4,429,30.0,395.0,0.0,1.0,3.0,426.0,75.17361111111111,0.9237875288683602,99.3006993006993,0.6993006993006993,6.993006993006993,7.042253521126761,92.07459207459208,92.72300469483568,0.0,0.0,0.2331002331002331,0.2347417840375587
140,כפר יהושע,Knesset_21,21,2019,829,666,0,666,77.0,588.0,0.0,1.0,0.0,666.0,80.33775633293125,0.0,100.0,0.0,11.561561561561561,11.561561561561561,88.28828828828829,88.28828828828829,0.0,0.0,0.15015015015015015,0.15015015015015015
141,ברק,Knesset_21,21,2019,301,216,0,216,100.0,107.0,8.0,0.0,1.0,215.0,71.76079734219269,0.0,99.53703703703704,0.4629629629629629,46.2962962962963,46.51162790697674,49.53703703703704,49.76744186046512,3.7037037037037033,3.7209302325581395,0.0,0.0
142,שדה יעקב,Knesset_21,21,2019,614,504,0,504,393.0,100.0,7.0,1.0,3.0,501.0,82.08469055374593,0.0,99.40476190476191,0.5952380952380952,77.97619047619048,78.44311377245509,19.841269841269842,19.960079840319363,1.3888888888888888,1.3972055888223553,0.1984126984126984,0.19960079840319359
143,בית זרע,Knesset_21,21,2019,617,385,1,384,22.0,360.0,0.0,0.0,2.0,382.0,62.398703403565634,0.2597402597402597,99.47916666666666,0.5208333333333333,5.729166666666666,5.7591623036649215,93.75,94.24083769633508,0.0,0.0,0.0,0.0
144,גן שלמה,Knesset_21,21,2019,397,330,1,329,17.0,306.0,1.0,2.0,3.0,326.0,83.12342569269522,0.30303030303030304,99.08814589665653,0.911854103343465,5.167173252279635,5.214723926380368,93.00911854103343,93.86503067484662,0.303951367781155,0.3067484662576687,0.60790273556231,0.6134969325153374
145,גדיש,Knesset_21,21,2019,275,194,0,194,169.0,12.0,12.0,0.0,1.0,193.0,70.54545454545455,0.0,99.48453608247422,0.5154639175257731,87.11340206185567,87.56476683937824,6.185567010309279,6.217616580310881,6.185567010309279,6.217616580310881,0.0,0.0
146,דבורה,Knesset_21,21,2019,230,161,0,161,47.0,112.0,1.0,0.0,1.0,160.0,70.0,0.0,99.37888198757764,0.6211180124223602,29.19254658385093,29.375,69.56521739130434,70.0,0.6211180124223602,0.625,0.0,0.0
147,גבעת ברנר,Knesset_21,21,2019,1886,1415,1,1414,195.0,1203.0,4.0,5.0,7.0,1407.0,75.02651113467657,0.0706713780918728,99.5049504950495,0.49504950495049505,13.79066478076379,13.859275053304904,85.07779349363508,85.50106609808103,0.2828854314002829,0.28429282160625446,0.3536067892503536,0.35536602700781805
154,תל מונד,Knesset_21,21,2019,9255,7091,25,7066,2494.0,4390.0,142.0,4.0,36.0,7030.0,76.61804430037817,0.35255958256945424,99.49051797339372,0.5094820266062836,35.29578262100198,35.47652916073969,62.12850268893292,62.44665718349929,2.0096235493914523,2.0199146514935986,0.05660911406736484,0.05689900426742533
155,באר טוביה,Knesset_21,21,2019,784,635,1,634,85.0,537.0,5.0,1.0,6.0,628.0,80.99489795918367,0.15748031496062992,99.05362776025235,0.9463722397476341,13.406940063091483,13.535031847133757,84.70031545741324,85.50955414012739,0.7886435331230284,0.7961783439490446,0.15772870662460567,0.15923566878980894
156,עיינות,Knesset_21,21,2019,109,53,0,53,23.0,30.0,0.0,0.0,0.0,53.0,48.62385321100918,0.0,100.0,0.0,43.39622641509434,43.39622641509434,56.60377358490566,56.60377358490566,0.0,0.0,0.0,0.0
157,עין ורד,Knesset_21,21,2019,1089,885,1,884,88.0,788.0,4.0,2.0,2.0,882.0,81.26721763085399,0.11299435028248588,99.77375565610859,0.22624434389140274,9.95475113122172,9.977324263038549,89.14027149321268,89.34240362811792,0.4524886877828055,0.45351473922902497,0.22624434389140274,0.22675736961451248
158,נען,Knesset_21,21,2019,1294,995,4,991,87.0,899.0,1.0,2.0,2.0,989.0,76.89335394126738,0.4020100502512563,99.79818365287588,0.20181634712411706,8.779011099899092,8.796764408493427,90.71644803229061,90.89989888776542,0.10090817356205853,0.10111223458038424,0.20181634712411706,0.20222446916076847
159,בית חנן,Knesset_21,21,2019,520,410,1,409,65.0,338.0,1.0,0.0,5.0,404.0,78.84615384615384,0.24390243902439024,98.77750611246944,1.2224938875305624,15.892420537897312,16.08910891089109,82.64058679706602,83.66336633663366,0.24449877750611246,0.24752475247524752,0.0,0.0
