סמל היישוב,שם יישוב,"מספר מקבלי דמי אבטלה 
(סה""כ שנתי)","אחוז מקבלי דמי אבטלה מבני 67-20
(שנתי)","מקבלי דמי אבטלה 
(ממוצע חודשי) סה""כ","מקבלי דמי אבטלה 
(ממוצע חודשי) גברים","אחוז מקבלי דמי אבטלה מבני 67-20
(ממוצע חודשי)","גיל ממוצע של מקבלי דמי אבטלה
(לא כולל חיילים)","דמי אבטלה ממוצעים ליום
(ש""ח)","ימי זכאות לדמי אבטלה
(ממוצע שנתי)","ניצול ימי אבטלה בשנה 
(ממוצע שנתי)","ניצול ימי אבטלה בשנה 
(חציון שנתי)","מקבלי הכשרה מקצועית
סה""כ","מקבלי קצבאות זקנה ושאירים סה""כ (סוף שנה)",אחוז מקבלי השלמת הכנסה מבין מקבלי קצבאות זקנה ושאירים (סוף שנה),"מקבלי גמלת הבטחת הכנסה (נפשות, במשך השנה)",מקבלי גמלאות סיעוד (סוף שנה),מקבלי גמלאות נכות כללית (סוף שנה),מקבלי גמלאות ניידות (סוף שנה),מקבלי גמלאות נכות מעבודה ותלויים (סוף שנה),"אחוז המבוטחים בקופ""ח מתוך סך כל המבוטחים כללית","אחוז המבוטחים בקופ""ח מתוך סך כל המבוטחים מכבי","אחוז המבוטחים בקופ""ח מתוך סך כל המבוטחים מאוחדת","אחוז המבוטחים בקופ""ח מתוך סך כל המבוטחים לאומית","מספר משפחות של מקבלי קצבאות  בגין ילדים (סוף שנה) סה""כ",מספר משפחות של מקבלי קצבאות  בגין ילדים (סוף שנה) עם 2-1 ילדים במשפחה,מספר משפחות של מקבלי קצבאות  בגין ילדים (סוף שנה) עם 4-3 ילדים במשפחה,מספר משפחות של מקבלי קצבאות  בגין ילדים (סוף שנה) עם 5 ילדים ויותר במשפחה,"מספר ילדים שבגינם שולמו קצבאות סה""כ",מספר ילדים שבגינם שולמו קצבאות במשפחות עם 2-1 ילדים,מספר ילדים שבגינם שולמו קצבאות במשפחות עם 4-3 ילדים,מספר ילדים שבגינם שולמו קצבאות במשפחות עם 5 ילדים ויותר
37,איתן,209,4.08,64.25,23.58,1.27,38.92,254.86,143.59,73.72,66,-                                                 ,"1,014",3.85,132,335,143,14,19,80.80,14.60,1.70,3,"1,053",643,372,38,"2,409",985,"1,211",213
478,אכסאל,227,2.57,70.33,36,0.80,38.44,183.63,139.07,75.93,64,-                                                 ,766,41.51,590,404,551,85,59,85.10,11,0.80,3,"2,294","1,381",835,78,"5,252","2,105","2,737",410
41,אליכין,216,3.66,65.92,27.17,1.13,41.94,258.46,152.21,73.81,63,-                                                 ,945,1.69,35,213,201,12,14,79.30,17.50,1.50,1.70,"1,015",584,374,57,"2,454",902,"1,213",339
"1,309",אלעד,843,4.20,216.33,92.67,1.09,38.21,180.69,151.47,61.16,47,..                                                ,"1,022",9.98,398,240,950,64,6,34.70,32,23.90,9.40,"5,965","1,583","1,931","2,451","24,509","2,445","6,772","15,292"
"3,750",אלפי מנשה,178,3.93,54.42,17.33,1.20,41.28,252.44,148.18,73.44,65.50,-                                                 ,874,4.81,19,71,181,35,20,45,47.70,5.60,1.80,"1,128",788,326,14,"2,339","1,226","1,029",84
"3,560",אלקנה,88,4.25,25.17,..                                                ,1.25,36.85,235.37,141.73,68.43,66,-                                                 ,538,1.12,11,52,44,9,8,52,34.70,4.70,8.60,656,273,309,74,"1,861",403,"1,059",399
529,אעבלין,213,2.58,60.42,33.42,0.74,39.61,193.50,141.90,67.15,57,-                                                 ,957,34.38,477,475,495,57,45,73.20,11.40,11.40,3.90,"1,801","1,127",625,49,"4,014","1,734","2,027",253
"3,650",אפרת,170,3.01,47.08,22.67,0.83,38.23,240.51,145.93,64,53,-                                                 ,762,4.07,25,117,226,20,7,22.80,36.90,38.60,1.80,"1,447",706,564,177,"3,975","1,075","1,943",957
"3,570",אריאל,499,3.85,162.75,68.58,1.29,43.57,223.50,154.31,78.94,67,..                                                ,"2,706",31.19,133,658,549,55,71,41.70,38.50,3.30,16.50,"2,419","1,684",623,112,"5,111","2,443","2,015",653
71,אשבול,503,5.15,163.25,69.33,1.70,40.05,219.83,150.22,77.51,68,..                                                ,"1,580",3.80,70,118,406,35,36,78,17,1.20,3.70,"2,141","1,213",735,193,"5,434","1,873","2,460","1,101"
70,אשדוד,"5,513",4.53,"1,764.17",764.92,1.45,41.14,202.31,150.69,77.74,66,..                                                ,"34,450",31.20,"5,120","12,345","6,910",740,"1,057",31.60,31.80,19.80,16.80,"31,826","19,252","9,346","3,228","79,002","28,399","31,016","19,587"
"7,100",אשקלון,"4,146",4.81,"1,361.08",572.75,1.60,41.83,204.73,151.35,79.63,67,..                                                ,"24,358",35.60,"4,897","10,423","5,985",576,747,49.70,28.90,11.40,9.90,"17,113","11,145","5,173",795,"37,940","16,552","16,963","4,425"
"6,000",באקה אל-גרביה,549,3.06,174.25,84.92,0.98,38.83,194.02,142.17,76.60,66,-                                                 ,"1,750",17.60,769,"1,047","1,102",149,104,72.50,4.80,11.60,11.10,"5,747","3,616","1,972",159,"12,871","5,533","6,497",841
"2,530",באר יעקב,585,3.57,175.42,71.67,1.09,39.63,255.15,147.58,71.65,62,..                                                ,"2,273",9.85,118,479,497,40,39,49.10,40,7.20,3.70,"2,352","1,202","1,077",73,"5,824","1,934","3,475",415
"9,000",באר שבע,"5,742",4.67,"1,873.58",809,1.53,40.44,203.67,147.13,78.92,67,..                                                ,"33,481",30.08,"7,535","11,240","11,402","1,096","1,234",61.90,25.40,4.50,8.30,"31,248","19,774","9,528","1,946","72,227","29,640","31,194","11,393"
482,בועיינה-נוג'ידאת,199,3.35,53.33,29.92,0.91,38.69,185.57,136.54,64.54,53,-                                                 ,448,46.88,348,251,451,46,41,70.60,0.30,11.70,17.40,"1,591",953,598,40,"3,605","1,433","1,968",204
"4,001",בוקעאתא,182,4.34,56.50,33.17,1.36,40.59,179.85,141.77,76.70,69,-                                                 ,464,39.87,212,211,298,31,14,56.20,11.40,8.30,24,994,749,242,..                                                ,"1,907","1,134",758,15
998,ביר אל-מכסור,208,3.59,70.92,37.67,1.24,40.10,195.73,147.09,81.80,73.50,-                                                 ,558,37.99,341,270,426,58,31,61.60,2.40,14.80,21.20,"1,590",928,584,78,"3,785","1,433","1,937",415
"3,574",בית אל,97,3.67,28.25,15.25,1.07,36.93,198.18,135.88,68.71,59,-                                                 ,373,6.97,32,52,120,15,10,50.80,5.20,3,41.10,"1,120",453,371,296,"3,722",659,"1,292","1,771"
"3,652",בית אריה-עופרים,122,3.84,35.42,17.58,1.13,41.89,253.84,151.83,68.76,61,-                                                 ,437,7.55,23,56,109,15,22,24.10,36.50,6,33.40,549,362,177,10,"1,167",537,574,56
480,בית ג'ן,327,4.19,103,28.75,1.33,39.10,156.58,143.56,76.48,66,-                                                 ,987,16.51,279,419,512,56,27,46.30,0.20,31.50,22,"1,738","1,279",443,16,"3,442","1,966","1,396",80
466,בית דגן,175,3.78,49.92,18.92,1.09,39.69,218.25,142.45,66.46,51,..                                                ,833,6.96,64,199,201,41,29,49.90,34.40,13.20,2.50,773,515,232,26,"1,671",764,763,144
16,בית ניר,"1,069",4.64,334.75,121.58,1.46,41.51,264.70,151.36,75.08,67,..                                                ,"5,212",1.94,78,891,758,121,129,69.20,22.60,5.20,3,"4,985","3,384","1,517",84,"10,411","5,141","4,807",463
"9,200",בית שאן,665,6.07,197.92,91.67,1.81,40.23,194.69,146.00,71.43,56,..                                                ,"2,377",17.00,899,716,"1,017",72,97,93,6.50,0.30,0.30,"3,075","1,970",926,179,"7,087","2,975","3,066","1,046"
"2,610",בית שמש,"2,601",4.03,741.17,306.33,1.20,35.07,186.32,137.96,66.77,52,..                                                ,"5,267",24.47,"3,087","1,847","3,460",221,39,24.70,14.20,42.50,18.60,"14,949","5,653","4,386","4,910","55,569","8,307","15,125","32,137"
"3,780",ביתר עילית,"1,035",4.38,275.42,105.75,1.18,34.64,164.52,138.90,62.66,48,-                                                 ,878,21.87,"1,872",225,"1,313",64,14,19.40,4.50,47.90,28.20,"7,971","2,298","2,176","3,497","34,111","3,435","7,607","23,069"
"6,100",בני ברק,"2,877",3.13,732.17,273.08,0.80,35.31,177.02,139.68,60.18,47,..                                                ,"13,899",13.59,"2,038","3,380","5,684",519,177,24.30,48.90,16.90,10,"34,480","13,237","11,358","9,885","121,791","19,975","39,256","62,560"
"1,066","בני עי""ש",193,4.90,63.58,27.33,1.61,45.41,225.31,166.67,82.51,72,-                                                 ,"1,373",38.02,87,605,239,36,14,47.10,24,26.60,2.30,723,494,193,36,"1,548",711,632,205
"9,800",בנימינה-גבעת עדה,231,2.52,73.83,33.75,0.82,42.13,256.24,146.45,78.18,66,..                                                ,"1,418",6.35,76,284,286,37,51,44.80,37.20,12,6.10,"1,701","1,137",534,30,"3,590","1,712","1,712",166
"1,326","בסמ""ה",199,3.31,63.58,36.83,1.07,38.15,177.02,140.10,76.80,67,-                                                 ,519,27.75,475,358,273,41,21,74.70,4.90,19.70,0.70,"1,627",957,586,84,"3,866","1,477","1,944",445
944,בסמת טבעון,148,3.06,43.67,23.92,0.91,39.39,199.55,143.07,69.86,57.50,-                                                 ,519,23.70,207,141,333,31,25,87.50,10.50,0.70,1.40,"1,163",740,380,43,"2,614","1,109","1,279",226
483,בענה,155,3.00,48.58,24.75,0.95,39.52,178.42,142.88,75.06,67,-                                                 ,478,38.49,429,278,284,36,18,61.50,2.60,15.50,20.30,598,272,290,36,"1,609",449,971,189
"6,200",בת ים,"2,678",3.58,818.42,364.33,1.10,43.83,215.99,157.02,73.37,59,..                                                ,"30,038",28.32,"2,825","9,874","5,353",613,563,36.50,50.50,7,6,"19,245","14,058","4,671",516,"38,801","20,733","15,042","3,026"
33,בת שלמה,524,4.00,168.17,68.58,1.28,39.90,230.84,147.35,76.79,61.50,-                                                 ,"3,616",2.07,145,612,491,81,110,66.30,19,8.10,6.60,"2,858","1,792","1,000",66,"6,332","2,705","3,261",366
"3,730",גבעת זאב,378,3.87,114.08,48.75,1.19,36.41,206.92,140.05,70.88,56.50,-                                                 ,"1,504",7.25,251,288,387,66,64,34.20,13.70,42.10,10,"2,239",958,806,475,"7,074","1,446","2,748","2,880"
681,גבעת שמואל,504,3.29,147.67,64.25,0.98,39.25,259.38,145.42,68.83,52,-                                                 ,"3,385",6.79,100,682,500,83,66,37.20,49.40,8.80,4.60,"3,632","1,977","1,446",209,"8,997","3,016","4,864","1,117"
"6,300",גבעתיים,"1,465",3.88,422.08,182.08,1.13,39.41,281.93,140.67,66.99,53,..                                                ,"9,288",5.51,161,"2,035","1,195",199,181,39.20,51.90,5.80,3,"7,333","5,237","2,045",51,"14,764","8,066","6,410",288
35,גדות,203,4.27,58.83,21.67,1.25,41.30,259.86,152.29,68.22,52,..                                                ,943,1.91,26,228,168,23,18,73.80,20.10,3.60,2.50,898,527,354,17,"2,057",832,"1,133",92
"1,292",ג'דיידה-מכר,647,4.93,194.83,100,1.50,37.63,179.37,134.95,72.64,65,-                                                 ,"1,303",33.31,"1,305",441,878,93,80,85.50,1.30,3.70,9.40,"2,963","2,082",825,56,"6,139","3,160","2,691",288
"2,550",גדרה,563,3.37,164.25,66.08,1.00,38.88,241.08,141.19,67.57,51,..                                                ,"2,908",14.10,232,872,557,67,79,58.30,26.50,14,1.20,"3,310","2,022","1,143",145,"7,652","3,097","3,731",824
485,ג'ולס,258,5.97,82.58,27.67,1.93,39.48,165.30,146.50,76.52,67,-                                                 ,495,11.52,112,143,254,26,23,73.20,0.60,6,20.20,882,653,226,..                                                ,"1,695",977,703,15
627,ג'לג'וליה,94,1.62,27.58,15.42,0.48,40.33,206.49,144.19,65.87,56.50,..                                                ,595,22.86,301,283,407,34,25,76.80,16.60,5.90,0.70,"1,533",916,547,70,"3,592","1,399","1,813",380
166,גן יבנה,533,3.66,162.25,70.08,1.13,39.54,221.88,143.78,72.47,61,..                                                ,"1,968",8.89,208,452,527,56,81,41.90,32.90,20.20,5.10,"2,308","1,498",728,82,"5,044","2,202","2,392",450
72,גן שמואל,739,3.88,232.75,111.17,1.26,37.77,233.72,147.07,75.43,67,..                                                ,"2,028",10.26,190,266,652,79,67,43.10,30.50,4.70,21.80,"5,010","2,081","1,737","1,192","16,095","3,100","6,005","6,990"
229,גני תקווה,429,3.53,132.08,44.75,1.11,41.82,261.42,152.20,74.49,60,-                                                 ,"3,492",3.98,81,602,414,64,52,41.10,47.40,4.90,6.60,"2,028","1,302",639,87,"4,500","1,970","2,026",504
541,ג'סר א-זרקא,273,3.23,79.08,41.17,0.95,40.55,183.79,154.11,68.12,58,-                                                 ,696,9.63,264,217,803,29,15,81.70,0.20,2.20,15.90,"2,309","1,187",848,274,"6,231","1,801","2,877","1,553"
39,גפן,243,4.35,74.25,32.92,1.34,38.06,207.58,140.89,72.69,63,-                                                 ,943,2.97,108,313,258,38,35,65.30,30.10,3,1.60,"1,269",661,465,143,"3,368","1,007","1,557",804
487,ג'ש (גוש חלב),84,4.32,28.08,13.83,1.46,44.51,203.40,154.02,81.92,77.50,-                                                 ,354,18.64,31,142,92,8,17,69.20,6.50,4.50,19.90,396,276,114,6,808,419,359,30
628,ג'ת,188,2.53,57.75,30.08,0.79,38.65,183.30,138.31,72.98,67,-                                                 ,883,13.93,246,529,196,18,25,61.70,1.20,8.70,28.50,368,143,205,20,"1,034",251,672,111
494,דאלית אל-כרמל,446,3.90,132.33,52.83,1.16,39.21,182.36,137.22,70.46,62,..                                                ,"1,573",23.39,326,457,907,87,120,49,9.40,19.50,22.20,"3,499","2,836",650,13,"6,341","4,220","2,056",65
489,דבורייה,160,2.54,52.08,25.92,0.84,39.57,185.34,146.46,78.33,67,-                                                 ,692,31.07,217,394,423,39,37,68.80,12.90,18.20,0.10,"1,562","1,015",517,30,"3,436","1,567","1,709",160
490,דייר אל-אסד,233,3.09,64.92,30.17,0.87,38.73,185.37,137.16,66.70,54,-                                                 ,685,33.87,438,375,306,28,22,77.90,0.50,15.10,6.50,939,410,465,64,"2,569",676,"1,559",334
492,דייר חנא,321,4.90,99,49.42,1.53,39.23,196.87,141.72,74.80,63,..                                                ,707,39.89,509,427,509,55,56,71.20,0.80,9.20,18.80,"1,508","1,006",475,27,"3,189","1,524","1,522",143
"2,200",דימונה,"1,353",6.41,410.50,168.50,1.96,38.81,192.45,137.44,71.96,59,..                                                ,"4,998",34.35,"2,529","1,790","1,977",165,233,67.20,27.40,0.50,4.90,"6,330","4,037","1,874",419,"14,670","5,975","6,203","2,492"
"9,700",הוד השרון,"1,349",3.71,421.75,160.75,1.16,42.19,274.74,152.06,75.02,66,..                                                ,"9,065",6.55,200,"1,375","1,456",184,182,45.80,42.80,9.10,2.30,"6,720","4,619","1,994",107,"13,975","7,064","6,307",604
"3,769",הר אדר,65,2.81,18.17,..                                                ,0.78,41.03,247.15,153.31,66.14,50,-                                                 ,490,2.86,14,25,51,6,3,35.80,26.40,34.90,2.90,431,295,135,..                                                ,897,454,438,5
"6,400",הרצלייה,"2,025",3.36,612.33,233.08,1.03,41.15,270.09,148.43,71.51,61,..                                                ,"19,081",6.60,438,"3,104","2,542",355,357,37.30,48.10,11.20,3.30,"12,079","8,562","3,304",213,"24,643","12,983","10,466","1,194"
"9,300",זכרון יעקב,437,3.23,142.92,57.25,1.07,43.12,246.47,154.10,79.60,67,-                                                 ,"2,908",4.54,81,503,442,79,63,40.90,47.90,9.80,1.30,"2,560","1,568",845,147,"6,043","2,373","2,766",904
"1,290",זמר,114,2.70,35.58,16.92,0.85,38.46,191.40,139.48,75.10,67,-                                                 ,487,16.63,142,278,199,18,18,58.50,1.80,12.20,27.50,994,612,346,36,"2,280",933,"1,151",196
975,זרזיר,158,3.31,50.83,25.42,1.08,38.42,184.20,148.40,76.35,57.50,-                                                 ,411,29.20,244,169,378,51,17,79.40,3,16.70,0.80,"1,390",800,526,64,"3,330","1,237","1,763",330
"6,500",חדרה,"2,806",4.82,915.92,381.33,1.59,41.16,216.04,148.00,78.80,70,..                                                ,"16,566",21.59,"2,022","4,975","3,453",398,382,53,15.90,21.40,9.80,"11,373","7,517","3,365",491,"25,054","11,232","10,929","2,893"
"6,600",חולון,"4,202",3.77,"1,325.83",548.42,1.19,41.45,227.00,150.97,76.04,64.50,..                                                ,"36,244",16.74,"2,473","12,089","6,740",914,776,37.60,51.90,5.40,5.10,"25,890","17,616","7,527",747,"54,938","26,513","24,204","4,221"
"1,303",חורה,198,2.02,66.17,47.08,0.69,34.68,180.71,131.79,78.01,67,-                                                 ,456,54.39,"2,215",198,595,61,26,82.70,0.30,5.50,11.50,"2,336",637,764,935,"9,494",941,"2,696","5,857"
496,חורפיש,104,2.59,31.50,15.50,0.79,36.16,186.54,129.29,71.11,54,-                                                 ,459,11.76,102,174,194,37,11,66,1.90,13.10,19.10,"1,022",749,267,6,"2,010","1,128",852,30
"4,000",חיפה,"5,093",3.08,"1,570",692.67,0.96,41.13,214.23,147.32,73.77,62,..                                                ,"56,921",22.63,"6,815","12,824","11,735","1,275","1,269",48.10,39,9.30,3.60,"35,777","25,537","8,716","1,524","75,386","38,299","27,929","9,158"
13,חצבה,214,3.32,62.08,27.58,0.97,40.38,241.02,146.35,68.26,52,-                                                 ,"1,893",2.01,47,414,265,38,43,83.90,13.80,0.40,1.90,"1,430",886,520,24,"3,156","1,372","1,658",126
"2,034",חצור הגלילית,313,5.83,91.58,37.92,1.72,38.38,180.54,147.69,69.25,54,..                                                ,"1,241",19.50,224,385,558,35,54,60.20,25.50,0.70,13.60,"1,676",962,554,160,"4,310","1,464","1,850",996
"1,247",חריש,"1,145",6.90,367,140.67,2.44,37.91,217.43,146.17,77.14,68,..                                                ,"1,494",25.50,760,318,589,13,14,49,28.60,14.10,8.30,459,267,131,61,"1,172",375,446,351
"6,700",טבריה,"1,471",5.62,452.17,203.75,1.75,38.40,184.61,139.59,74.05,66,..                                                ,"6,794",23.70,"2,119","1,910","3,372",243,199,72.10,8.40,8.40,11.10,"6,756","4,307","1,922",527,"15,800","6,362","6,263","3,175"
962,טובא-זנגרייה,184,4.46,54.17,24.25,1.33,41.07,191.95,153.39,70.39,57,..                                                ,351,27.07,214,139,350,32,27,83.30,0.10,0.20,16.40,"1,039",614,382,43,"2,411",930,"1,253",228
498,טורעאן,180,2.12,49.25,25.83,0.59,40.82,195.58,148.20,65.19,49,-                                                 ,860,27.67,488,415,486,44,26,65.90,32.10,1.90,0.10,"2,189","1,306",800,83,"5,076","2,016","2,623",437
"2,730",טייבה,813,3.12,248.17,117.75,0.96,40.01,180.74,146.53,73.10,62,-                                                 ,"2,997",19.62,"1,460","1,532","1,668",151,115,70.90,11.90,12.40,4.90,"6,527","4,094","2,141",292,"14,766","6,172","7,028","1,566"
"2,720",טירה,309,1.86,96.75,45.75,0.59,42.04,203.78,147.71,74.98,67,-                                                 ,"2,155",29.33,343,"1,071","1,159",91,66,73.60,17.50,0.70,8.10,"3,721","2,642",999,80,"7,628","3,954","3,237",437
"2,100",טירת כרמל,784,4.68,252.83,110.17,1.55,40.35,203.42,147.09,77.98,67,..                                                ,"4,245",22.52,925,"1,053","1,323",108,113,64.40,23.50,3.20,8.80,"2,828","1,917",845,66,"5,942","2,863","2,715",364
"8,900",טמרה,603,2.86,175.67,94.42,0.84,39.27,186.73,141.35,69.68,56,-                                                 ,"2,115",40.19,"1,453","1,038","1,422",143,103,88.40,1.20,1.70,8.70,"5,108","3,347","1,632",129,"11,070","5,117","5,276",677
"1,295",יאנוח-ג'ת,117,2.78,34.50,12.50,0.83,36.89,182.53,132.93,68.83,67,-                                                 ,"1,187",4.30,72,156,258,41,25,82.30,11.50,5.50,0.70,"1,003",681,315,7,"2,122","1,057","1,028",37
46,יבנאל,90,4.37,24.42,11.75,1.20,35.84,174.78,137.72,64.73,51,-                                                 ,362,8.84,213,94,252,19,9,52.60,4.60,1.90,40.90,610,295,186,129,"1,864",436,635,793
"2,660",יבנה,"1,191",3.93,364.83,142.17,1.23,40.02,235.46,148.85,73.68,63,..                                                ,"6,313",13.29,688,"1,656","1,492",176,195,48.70,39.90,7.10,4.30,"5,685","3,589","1,861",235,"12,754","5,449","6,013","1,292"
"9,400",יהוד-מונוסון,611,3.50,178.25,71.25,1.03,42.01,253.41,151.57,69.88,52,..                                                ,"5,137",7.18,202,"1,059",809,125,144,47.90,37.10,11,3.90,"3,817","2,588","1,151",78,"8,087","3,954","3,693",440
29,יסוד המעלה,80,2.42,22.50,10.08,0.68,36.46,242.74,136.14,64.84,48.50,..                                                ,482,2.07,14,128,93,14,14,60.50,24.70,10,4.80,838,348,347,143,"2,525",541,"1,193",791
499,יפיע,339,2.89,108,58.67,0.93,41.52,192.03,150.15,79.01,69,-                                                 ,"1,266",36.33,702,561,666,90,95,70.30,12.50,10.90,6.30,"2,808","1,818",914,76,"6,163","2,785","2,986",392
240,יקנעם עילית,634,4.46,190.50,82.17,1.36,41.42,231.31,147.97,71.47,57.50,-                                                 ,"3,062",22.37,296,762,675,71,78,52,36.50,0.60,10.90,"2,818","1,994",779,45,"5,665","2,929","2,495",241
831,ירוחם,441,7.31,127.25,58.50,2.12,39.87,206.26,146.41,68.81,55,..                                                ,"1,083",32.69,525,378,501,40,40,70.30,27.90,1,0.90,"1,666",882,540,244,"4,609","1,338","1,796","1,475"
"3,000",ירושלים,"12,213",2.49,"3,471.17","1,564.17",0.72,38.02,196.05,140.36,67.10,50,..                                                ,"83,137",15.68,"22,413","24,140","24,410","3,153","1,804",41.30,13.40,36.50,8.80,"147,929","72,540","51,869","23,520","429,001","110,333","175,986","142,682"
502,ירכא,318,3.00,95.08,49.08,0.91,36.22,185.24,130.37,70.70,57,..                                                ,965,12.95,406,328,830,102,68,55.60,0.40,30.50,13.50,"2,442","1,645",761,36,"5,188","2,528","2,473",187
504,כאבול,216,2.56,62.92,30.83,0.75,39.00,185.41,141.27,69.96,59,-                                                 ,649,44.84,484,360,556,49,48,74.70,0.30,24.40,0.60,"1,887","1,254",594,39,"4,077","1,932","1,944",201
505,כאוכב אבו אל-היג'א,102,4.65,33.58,14.08,1.55,39.64,181.97,149.74,80.83,73,-                                                 ,274,45.26,163,135,95,14,18,80.90,2.60,2.50,14,540,322,206,12,"1,206",490,654,62
"1,224",כוכב יאיר,77,1.44,22.08,..                                                ,0.41,42.68,282.64,155.10,66.34,56,-                                                 ,"1,324",2.49,..                                                ,86,205,37,34,42.10,42.70,3.70,11.50,913,672,230,11,"1,788","1,000",732,56
"1,059",כסיפה,252,2.49,76.50,50.83,0.77,33.70,183.48,131.30,73.80,57,-                                                 ,481,57.38,"3,092",213,501,65,14,81.80,5.40,3.20,9.60,"2,340",839,824,677,"8,190","1,292","2,879","4,019"
"1,296",כסרא-סמיע,178,3.35,54.75,18.75,1.04,36.79,161.41,141.29,72.68,68.50,..                                                ,431,15.08,202,157,346,33,30,67.80,6.90,8.30,17,"1,486",938,526,22,"3,259","1,436","1,710",113
978,כעביה-טבאש-חג'אג'רה,129,3.86,42.17,24.42,1.29,38.21,195.17,134.03,77.31,67,-                                                 ,308,32.14,234,136,183,41,12,65.70,5.20,27.80,1.30,866,482,332,52,"2,113",724,"1,114",275
633,כפר ברא,27,1.25,..                                                ,..                                                ,-                                                 ,41.96,208.78,163.98,76.22,58,-                                                 ,164,15.85,31,102,118,13,13,52.40,0.80,46.50,0.30,585,378,172,35,"1,326",567,573,186
