סמל היישוב,שם יישוב,"מספר מקבלי דמי אבטלה 
(סה""כ שנתי)","אחוז מקבלי דמי אבטלה מבני 67-20
(שנתי)","מקבלי דמי אבטלה 
(ממוצע חודשי) סה""כ","מקבלי דמי אבטלה 
(ממוצע חודשי) גברים","אחוז מקבלי דמי אבטלה מבני 67-20
(ממוצע חודשי)","גיל ממוצע של מקבלי דמי אבטלה
(לא כולל חיילים)","דמי אבטלה ממוצעים ליום
(ש""ח)","ימי זכאות לדמי אבטלה
(ממוצע שנתי)","ניצול ימי אבטלה בשנה 
(ממוצע שנתי)","ניצול ימי אבטלה בשנה 
(חציון שנתי)","מקבלי הכשרה מקצועית
סה""כ","מקבלי קצבאות זקנה ושאירים סה""כ (סוף שנה)",אחוז מקבלי השלמת הכנסה מבין מקבלי קצבאות זקנה ושאירים (סוף שנה),"מקבלי גמלת הבטחת הכנסה (נפשות, במשך השנה)",מקבלי גמלאות סיעוד (סוף שנה),מקבלי גמלאות נכות כללית (סוף שנה),מקבלי גמלאות ניידות (סוף שנה),מקבלי גמלאות נכות מעבודה ותלויים (סוף שנה),"אחוז המבוטחים בקופ""ח מתוך סך כל המבוטחים כללית","אחוז המבוטחים בקופ""ח מתוך סך כל המבוטחים מכבי","אחוז המבוטחים בקופ""ח מתוך סך כל המבוטחים מאוחדת","אחוז המבוטחים בקופ""ח מתוך סך כל המבוטחים לאומית","מספר משפחות של מקבלי קצבאות  בגין ילדים (סוף שנה) סה""כ",מספר משפחות של מקבלי קצבאות  בגין ילדים (סוף שנה) עם 2-1 ילדים במשפחה,מספר משפחות של מקבלי קצבאות  בגין ילדים (סוף שנה) עם 4-3 ילדים במשפחה,מספר משפחות של מקבלי קצבאות  בגין ילדים (סוף שנה) עם 5 ילדים ויותר במשפחה,"מספר ילדים שבגינם שולמו קצבאות סה""כ",מספר ילדים שבגינם שולמו קצבאות במשפחות עם 2-1 ילדים,מספר ילדים שבגינם שולמו קצבאות במשפחות עם 4-3 ילדים,מספר ילדים שבגינם שולמו קצבאות במשפחות עם 5 ילדים ויותר
71,אשבול,"2,292",25.28,"1,023",415,11.24,38.50,181.11,124.19,113.63,88,-                                                 ,"1,340",4.33,106,82,367,37,40,79.30,15.80,1.30,3.60,"2,106","1,170",722,214,"5,400","1,767","2,404","1,229"
70,אשדוד,"30,003",24.66,"13,660","5,553",11.22,39.73,173.16,124.88,115.79,87,..                                                ,"33,082",31.58,"5,815","10,439","6,348",769,"1,115",32.20,30.70,20.20,16.90,"31,367","19,256","8,973","3,138","77,211","28,411","29,640","19,160"
"7,100",אשקלון,"18,930",22.78,"8,582","3,409",10.39,39.86,172.70,123.07,114.38,87,11,"22,624",35.78,"5,550","8,460","5,272",613,799,49.30,28.40,11.70,10.60,"16,960","11,241","4,988",731,"37,047","16,619","16,339","4,089"
"6,000",באקה אל-גרביה,"3,614",21.25,"1,760","1,049",10.50,36.55,162.06,119.48,130.37,109,-                                                 ,"1,620",17.84,825,904,"1,002",149,113,72.80,4.60,11.60,11,"5,761","3,527","2,042",192,"13,137","5,356","6,772","1,009"
"2,530",באר יעקב,"3,385",22.21,"1,571",664,10.42,38.74,210.85,126.75,118.87,90,..                                                ,"1,921",9.63,181,308,394,42,41,49.60,39.10,7.70,3.60,"2,336","1,159","1,110",67,"5,787","1,857","3,547",383
"9,000",באר שבע,"25,743",21.09,"11,528","4,626",9.44,39.03,167.26,119.20,111.75,86,..                                                ,"32,223",30.27,"8,560","9,189","10,861","1,151","1,308",61.50,25.30,4.50,8.70,"30,995","19,815","9,229","1,951","71,475","29,670","30,259","11,546"
482,בועיינה-נוג'ידאת,"1,251",22.20,627,380,11.30,35.76,156.62,114.29,135.46,118,-                                                 ,398,50,426,182,399,53,42,73.50,0.20,9.60,16.70,"1,574",931,585,58,"3,672","1,435","1,940",297
"4,001",בוקעאתא,767,18.96,388,199,9.70,36.23,141.08,112.37,135.92,126,-                                                 ,404,40.35,295,157,257,31,16,54.80,10.40,9.70,25.10,"1,023",754,262,7,"1,992","1,131",825,36
998,ביר אל-מכסור,"1,105",20.32,548,343,10.23,36.85,165.39,120.03,134.93,119,..                                                ,498,38.15,388,194,369,58,31,62.40,2,11.70,24,"1,572",910,584,78,"3,744","1,402","1,932",410
"3,574",בית אל,594,22.67,234,127,8.97,36.28,158.39,117.37,97.32,67.50,-                                                 ,318,6.60,26,43,104,15,10,51.10,5.30,2.70,40.90,"1,052",425,327,300,"3,563",628,"1,132","1,803"
"3,652",בית אריה-עופרים,717,23.42,322,134,10.62,39.96,202.69,125.63,114.22,83,-                                                 ,381,4.72,37,39,82,16,22,23,35.70,5.70,35.60,566,361,195,10,"1,230",538,637,55
480,בית ג'ן,"1,279",16.89,570,200,7.61,35.33,144.69,113.32,117.15,91,..                                                ,891,18.52,388,310,480,55,28,46.20,0.20,31.20,22.40,"1,752","1,270",468,14,"3,488","1,937","1,480",71
466,בית דגן,"1,074",24.77,494,215,11.42,39.54,192.14,120.09,117.85,89.50,-                                                 ,806,6.82,82,166,190,39,31,50.70,32.90,14,2.40,822,531,271,20,"1,764",777,880,107
16,בית ניר,"5,711",25.16,"2,660","1,059",11.75,39.43,200.62,122.16,120.72,99,..                                                ,"5,025",1.59,147,749,705,132,136,69.40,21.90,5.50,3.10,"5,161","3,441","1,644",76,"10,944","5,283","5,251",410
"9,200",בית שאן,"3,005",27.69,"1,367",586,12.69,38.33,168.31,120.29,115.71,87,..                                                ,"2,225",16.18,"1,006",622,991,75,102,93.70,5.80,0.30,0.20,"2,929","1,925",836,168,"6,609","2,867","2,748",994
"2,610",בית שמש,"11,870",21.27,"5,235","2,175",9.69,35.36,158.59,120.45,112.91,86,..                                                ,"4,749",24.85,"2,772","1,482","2,822",231,45,26.70,13.30,41.40,18.60,"14,517","5,266","4,251","5,000","55,140","7,806","14,750","32,584"
"3,780",ביתר עילית,"6,336",28.78,"2,751","1,134",12.79,33.67,139.65,118.62,110.22,80,-                                                 ,728,20.19,"1,870",147,"1,055",65,14,18.30,4.80,47.30,29.60,"7,525","1,872","2,096","3,557","33,561","2,879","7,377","23,305"
"6,100",בני ברק,"20,591",23.33,"9,066","3,332",10.34,35.40,152.41,120.49,111.86,85,..                                                ,"13,316",12.03,"2,440","2,756","5,311",547,187,25.10,48.70,16.20,10,"31,987","12,671","10,485","8,831","111,157","19,009","36,060","56,088"
"1,066","בני עי""ש","1,045",25.96,457,180,11.28,40.75,181.25,126.70,109.23,78,..                                                ,"1,346",39.30,127,534,222,34,16,45,24.70,27.80,2.40,764,544,188,32,"1,587",789,625,173
"9,800",בנימינה-גבעת עדה*,"1,121",12.60,536,202,6.06,39.54,195.66,121.86,125.43,105,..                                                ,"1,336",6.21,113,254,264,39,51,45.20,35.50,12.70,6.50,"1,809","1,152",629,28,"3,929","1,758","2,011",160
"1,326","בסמ""ה","1,030",18.27,526,362,9.55,35.12,156.54,111.71,139.43,126,-                                                 ,459,30.72,507,311,241,42,23,75.60,5,18.90,0.60,"1,581",893,591,97,"3,888","1,392","1,988",508
944,בסמת טבעון,"1,176",25.42,570,308,12.46,37.37,154.76,118.58,126.89,100,-                                                 ,483,25.05,312,108,300,32,24,88.10,10.10,0.70,1.20,"1,179",752,381,46,"2,648","1,130","1,275",243
483,בענה,"1,083",22.17,543,285,11.28,35.91,142.31,117.01,134.80,116,-                                                 ,444,38.51,457,244,291,36,18,61.10,2.70,14.10,22.10,610,240,329,41,"1,726",401,"1,108",217
"6,200",בת ים,"21,171",28.37,"9,996","4,374",13.32,42.27,186.41,130.74,120.69,96,..                                                ,"29,867",27.35,"3,628","9,318","5,267",663,609,37.20,48.90,7.40,6.50,"18,671","14,106","4,084",481,"36,645","20,699","13,125","2,821"
33,בת שלמה,"2,639",20.17,"1,197",458,9.17,38.54,190.66,119.66,115.99,89,-                                                 ,"3,386",1.83,193,516,472,83,115,65.80,19.10,8.30,6.80,"2,869","1,765","1,034",70,"6,422","2,674","3,363",385
"3,730",גבעת זאב,"2,419",25.97,"1,116",494,12.17,35.60,171.81,115.00,118.89,91,-                                                 ,"1,367",7.75,251,213,332,75,65,34.20,14.40,41,10.30,"2,210",985,799,426,"6,776","1,493","2,743","2,540"
681,גבעת שמואל,"2,693",18.62,"1,208",515,8.47,38.62,196.95,121.85,114.57,87,-                                                 ,"3,120",6.83,144,580,443,90,69,37,49.70,8.40,4.80,"3,651","1,912","1,537",202,"9,180","2,929","5,172","1,079"
"6,300",גבעתיים,"7,789",21.14,"3,657","1,551",9.97,39.15,210.75,121.71,121.95,100,-                                                 ,"9,428",5.01,295,"1,867","1,176",203,192,39.60,51.10,5.90,3.30,"7,332","5,210","2,086",36,"14,784","8,083","6,505",196
35,גדות,851,18.48,380,140,8.30,39.58,204.70,126.26,113.55,88,-                                                 ,906,1.88,41,181,154,26,19,73.80,19.90,3.70,2.60,927,515,395,17,"2,144",796,"1,262",86
"1,292",ג'דיידה-מכר,"3,074",24.46,"1,495",776,12.03,36.49,148.61,114.08,128.32,113,..                                                ,"1,216",30.18,"1,472",354,821,94,82,84.90,1.30,3.80,10,"3,031","2,067",905,59,"6,366","3,109","2,956",301
"2,550",גדרה,"2,925",19.23,"1,296",526,8.64,38.76,192.56,123.43,112.35,85,-                                                 ,"2,715",14.14,308,751,490,71,86,58.70,25.70,14.60,1,"3,428","1,987","1,298",143,"8,067","3,047","4,216",804
485,ג'ולס,718,17.33,349,117,8.54,35.62,145.68,109.86,128.75,108,-                                                 ,443,11.74,127,135,254,28,22,73.90,0.50,5.10,20.50,895,664,229,..                                                ,"1,722",996,716,10
627,ג'לג'וליה,"1,032",18.69,493,250,9.06,36.56,155.31,114.66,126.89,101,-                                                 ,543,25.41,295,237,377,38,24,80.60,16.60,2.10,0.70,"1,554",908,556,90,"3,693","1,382","1,827",484
166,גן יבנה,"3,128",22.37,"1,390",548,9.99,39.10,185.55,120.67,112.16,85,..                                                ,"1,784",8.91,277,358,477,57,85,42.10,32.10,20.40,5.40,"2,429","1,510",821,98,"5,461","2,255","2,678",528
72,גן שמואל,"4,962",23.21,"2,114",936,10.11,37.34,191.92,125.99,106.97,74,-                                                 ,"1,814",10.42,240,207,525,90,73,42.20,30,4.90,22.90,"4,919","1,963","1,789","1,167","16,020","2,971","6,191","6,858"
229,גני תקווה,"2,273",20.33,"1,067",447,9.74,40.59,211.38,127.57,121.87,99,..                                                ,"3,115",3.98,143,450,324,63,57,41,46.40,5.20,7.40,"2,028","1,292",655,81,"4,555","1,988","2,087",480
541,ג'סר א-זרקא,"2,109",26.31,960,496,12.18,36.24,153.90,121.93,119.12,101,-                                                 ,634,10.57,428,154,775,33,17,81.40,0.20,2.40,16,"2,288","1,116",887,285,"6,306","1,675","3,032","1,599"
39,גפן,"1,159",21.29,504,198,9.35,38.09,174.96,121.52,108.31,74,..                                                ,894,2.13,145,275,232,36,38,65.10,30.30,2.80,1.70,"1,251",625,491,135,"3,375",962,"1,656",757
487,ג'ש (גוש חלב),396,20.73,184,77,9.75,38.35,166.41,116.92,117.98,90.50,-                                                 ,336,16.67,42,116,93,7,21,67.50,6.70,4,21.80,405,276,125,..                                                ,840,419,399,22
628,ג'ת,"1,177",16.48,574,365,8.16,36.03,160.99,115.35,130.66,108,-                                                 ,780,13.85,255,415,210,20,25,59.70,1.10,9.30,29.90,373,145,209,19,"1,062",265,688,109
494,דאלית אל-כרמל,"2,325",20.69,"1,131",465,10.15,37.98,157.04,122.09,128.42,105,-                                                 ,"1,403",23.09,426,356,840,90,116,49.10,8.80,19,23,"3,510","2,820",679,11,"6,321","4,114","2,151",56
489,דבורייה,"1,118",18.42,555,319,9.32,36.05,155.79,115.72,133.49,112.50,..                                                ,634,28.86,253,324,358,41,39,69.60,11.90,16,2.50,"1,595",996,557,42,"3,545","1,484","1,838",223
490,דייר אל-אסד,"1,263",17.58,599,331,8.48,36.78,161.07,119.70,126.67,99,-                                                 ,624,32.85,452,328,332,29,22,77.10,0.40,16,6.50,965,386,501,78,"2,731",659,"1,663",409
492,דייר חנא,"1,874",29.96,977,583,15.86,36.77,159.99,116.31,140.93,134.50,..                                                ,642,40.50,527,308,450,51,59,70.10,0.70,8.80,20.40,"1,543","1,015",488,40,"3,313","1,535","1,561",217
"2,200",דימונה,"5,149",25.22,"2,418",938,11.91,38.24,171.52,119.37,117.64,100,..                                                ,"4,782",34.32,"2,853","1,396","1,823",176,244,67.60,27.20,0.30,5,"6,144","3,970","1,743",431,"14,150","5,857","5,752","2,541"
"9,700",הוד השרון,"7,429",20.53,"3,485","1,419",9.70,40.17,209.04,124.41,121.66,100,..                                                ,"8,416",6.26,364,"1,149","1,330",193,198,46.20,41.80,9.70,2.40,"6,915","4,588","2,239",88,"14,590","7,034","7,055",501
"3,769",הר אדר,447,19.39,223,90,9.72,37.48,192.58,109.04,132.29,124,-                                                 ,449,2.23,24,22,42,6,3,35.60,25.30,36.10,3,444,286,154,..                                                ,973,456,497,20
"6,400",הרצלייה,"12,120",21.44,"5,631","2,375",10.01,40.26,201.40,122.86,119.65,99,-                                                 ,"18,058",6.65,679,"2,578","2,410",378,370,37.40,46.80,12.10,3.80,"11,932","8,467","3,288",177,"24,290","12,879","10,396","1,015"
"9,300",זכרון יעקב,"2,411",18.37,"1,117",436,8.57,39.63,188.03,121.50,120.09,100,-                                                 ,"2,638",4.55,165,410,408,81,65,42,46,10.70,1.40,"2,649","1,662",824,163,"6,178","2,538","2,652",988
"1,290",זמר,803,19.77,376,207,9.40,37.17,159.73,120.36,125.88,100,-                                                 ,447,16.55,216,212,183,21,18,57.10,1.60,11.20,30.10,"1,000",617,343,40,"2,304",948,"1,141",215
975,זרזיר,949,20.97,451,236,10.10,36.74,155.29,120.92,125.40,100,..                                                ,373,29.49,232,113,298,52,20,77.70,2.80,18.70,0.90,"1,380",791,517,72,"3,317","1,208","1,732",377
"6,500",חדרה,"14,246",25.19,"6,522","2,671",11.58,39.71,181.01,123.79,116.11,88,..                                                ,"15,535",22.30,"2,656","4,122","3,128",418,404,54.30,14.50,20.70,10.50,"11,351","7,643","3,229",479,"24,698","11,467","10,446","2,785"
"6,600",חולון,"29,051",25.96,"13,545","5,871",12.11,40.99,191.19,128.72,118.78,92,..                                                ,"35,545",15.89,"3,197","9,872","6,417",981,843,38,50.80,5.70,5.60,"25,558","17,664","7,209",685,"53,583","26,549","23,155","3,879"
"1,303",חורה,952,10.62,467,324,5.32,32.96,159.83,111.53,132.26,117,-                                                 ,428,55.14,"2,522",104,424,60,25,84.90,0.30,2.40,12.40,"2,277",570,769,938,"9,462",859,"2,732","5,871"
496,חורפיש,528,13.58,237,123,6.17,35.28,153.10,112.10,118.72,99,..                                                ,414,11.11,119,142,192,36,11,67.30,1.80,11.20,19.70,"1,001",713,283,..                                                ,"2,028","1,088",915,25
"4,000",חיפה,"30,134",18.72,"13,843","5,947",8.54,39.79,172.12,121.99,117.11,93,..                                                ,"56,432",21.67,"9,050","11,179","10,999","1,367","1,360",48.90,37.80,9.50,3.80,"34,976","25,185","8,436","1,355","72,719","37,590","27,018","8,111"
13,חצבה,"1,130",18.05,481,189,7.70,39.18,193.27,120.92,106.84,78,-                                                 ,"1,828",1.97,68,345,275,39,45,84.70,12.90,0.60,1.80,"1,437",856,563,18,"3,227","1,319","1,810",98
"2,034",חצור הגלילית,"1,535",29.78,676,274,13.27,38.21,160.66,119.05,109.77,83,..                                                ,"1,163",19.35,276,307,480,38,59,61,24.20,0.50,14.30,"1,611",977,482,152,"4,030","1,477","1,614",939
"1,247",חריש,"2,635",27.06,"1,191",480,14.67,37.23,189.23,125.91,117.33,91,-                                                 ,818,23.35,614,133,109,13,14,50.80,27.40,12.70,9.20,413,214,139,60,"1,104",288,468,348
"6,700",טבריה,"7,504",29.69,"3,598","1,566",14.35,38.83,165.34,123.19,123.14,103,..                                                ,"6,410",23.12,"2,583","1,607","3,093",262,212,73,8.10,8.50,10.40,"6,535","4,281","1,790",464,"15,035","6,305","5,903","2,827"
962,טובא-זנגרייה,"1,053",26.62,540,218,13.81,36.18,162.74,115.95,135.55,126,-                                                 ,304,28.62,297,88,340,33,27,83.40,0.20,0.10,16.20,"1,023",586,396,41,"2,416",898,"1,300",218
498,טורעאן,"2,027",24.90,"1,109",710,13.83,36.09,150.17,117.68,149.32,151,-                                                 ,785,26.24,496,321,440,44,26,65.40,32.70,1.70,0.10,"2,199","1,263",847,89,"5,163","1,913","2,783",467
"2,730",טייבה,"5,629",22.71,"2,726","1,439",11.16,37.00,152.28,119.64,128.83,105,..                                                ,"2,781",19.56,"1,645","1,098","1,607",167,125,72.30,11.10,11.50,5.10,"6,540","3,942","2,274",324,"15,203","5,968","7,509","1,726"
"2,720",טירה,"3,187",19.95,"1,455",760,9.22,36.08,159.74,112.39,117.44,88,-                                                 ,"1,968",29.52,444,882,"1,143",95,69,74.50,16.90,0.70,7.90,"3,720","2,569","1,060",91,"7,790","3,849","3,446",495
"2,100",טירת כרמל,"3,559",24.73,"1,602",674,11.36,39.89,172.75,124.50,113.92,85,..                                                ,"3,743",21.77,"1,065",804,"1,150",114,125,66.70,20,3,10.30,"2,793","1,947",788,58,"5,764","2,912","2,532",320
"8,900",טמרה,"4,243",21.15,"2,023","1,172",10.22,35.68,147.64,114.20,127.26,107,-                                                 ,"1,955",38.98,"1,810",787,"1,267",150,109,88.70,1.20,1.70,8.40,"5,190","3,386","1,673",131,"11,267","5,137","5,450",680
"1,295",יאנוח-ג'ת,680,16.81,301,137,7.54,35.10,154.02,112.87,113.96,85.50,-                                                 ,"1,144",3.76,116,111,253,43,26,84.50,11.50,3.40,0.60,993,655,323,15,"2,120",996,"1,048",76
46,יבנאל,486,24.85,221,98,11.42,36.86,154.60,119.04,114.75,87.50,-                                                 ,315,7.30,313,76,224,21,10,51,4.80,1.60,42.60,590,274,187,129,"1,834",416,630,788
"2,660",יבנה,"6,603",23.89,"2,886","1,188",10.60,39.80,192.00,126.61,109.17,80,..                                                ,"5,650",14.02,725,"1,304","1,321",191,203,48.90,39.80,6.90,4.40,"5,573","3,677","1,707",189,"12,127","5,557","5,530","1,040"
"9,400",יהוד-מונוסון,"4,347",25.67,"2,011",857,11.86,40.40,198.29,124.23,118.40,94,-                                                 ,"4,803",7.04,286,880,766,132,157,48.90,35.60,11.40,4.10,"3,853","2,627","1,152",74,"8,113","4,029","3,671",413
29,יסוד המעלה,503,15.42,206,83,6.23,36.37,182.01,115.14,103.35,73,-                                                 ,476,2.31,27,123,92,16,16,60,24.40,10.50,5,803,312,360,131,"2,439",492,"1,230",717
499,יפיע,"2,820",24.93,"1,453",917,13.00,36.62,154.63,115.68,140.33,132,..                                                ,"1,190",35.13,759,391,596,98,99,70.30,12.30,11.10,6.30,"2,827","1,772",965,90,"6,330","2,708","3,152",470
240,יקנעם עילית,"3,055",22.09,"1,319",490,9.63,39.95,185.92,122.89,108.47,80,..                                                ,"2,799",22.26,476,585,644,80,83,51.70,34.80,0.80,12.70,"2,949","2,097",797,55,"5,944","3,099","2,550",295
831,ירוחם,"1,428",24.62,607,252,10.67,38.22,163.95,119.43,107.16,79,..                                                ,"1,010",33.37,534,327,448,42,43,69.50,28.80,0.80,0.80,"1,617",921,463,233,"4,385","1,386","1,572","1,427"
"3,000",ירושלים,"93,961",19.96,"45,043","25,162",9.64,36.50,163.15,116.40,125.24,103,17,"79,934",15.13,"25,656","20,111","22,644","3,298","1,920",42,12.30,37,8.70,"141,144","70,140","49,177","21,827","405,420","106,352","166,710","132,358"
502,ירכא,"1,845",18.12,883,414,8.79,34.43,148.64,108.15,126.46,111,-                                                 ,880,11.59,502,234,752,111,72,57,0.30,27.40,15.20,"2,474","1,621",806,47,"5,353","2,480","2,629",244
504,כאבול,"1,355",16.80,670,391,8.41,36.28,150.03,118.23,134.31,117,-                                                 ,602,46.18,640,246,482,54,50,80.40,0.30,18.90,0.40,"1,880","1,209",626,45,"4,133","1,844","2,056",233
505,כאוכב אבו אל-היג'א,539,25.84,253,124,12.34,36.47,151.46,116.34,122.60,98,-                                                 ,258,47.29,188,107,98,15,17,79.60,2.80,2.40,15.20,540,315,211,14,"1,251",498,681,72
"1,224",כוכב יאיר,424,7.88,208,86,3.85,40.28,221.02,125.80,130.63,119,-                                                 ,"1,179",2.71,35,68,190,43,34,41,42.30,4,12.60,998,744,243,11,"1,908","1,076",774,58
"1,059",כסיפה,"1,229",13.16,644,497,7.03,32.15,171.31,106.15,139.04,126,..                                                ,446,58.97,"3,314",111,378,66,14,80.80,5.90,3.50,9.90,"2,196",786,745,665,"7,747","1,201","2,589","3,957"
"1,296",כסרא-סמיע,856,16.95,368,207,7.38,33.94,160.22,111.86,113.90,89,-                                                 ,401,13.22,299,103,314,35,32,66.20,6.80,8.50,18.50,"1,455",900,523,32,"3,267","1,397","1,705",165
978,כעביה-טבאש-חג'אג'רה,751,24.28,360,209,11.82,35.79,160.47,117.42,126.64,102,-                                                 ,270,31.11,240,111,183,43,12,63.80,5.10,29.50,1.60,856,459,348,49,"2,137",703,"1,176",258
633,כפר ברא,365,18.12,162,87,8.20,34.00,154.54,105.53,118.77,88,-                                                 ,156,17.31,31,70,120,14,12,51.50,0.80,47.60,0.10,560,340,184,36,"1,315",507,609,199
76,כפר גלעדי,"2,495",21.08,"1,092",511,9.31,37.07,175.96,121.54,111.76,88,-                                                 ,"1,052",11.69,178,114,329,43,15,34.70,26.60,30.50,8.10,"3,165","1,156","1,340",669,"10,159","1,749","4,682","3,728"
