סמל היישוב,שם יישוב,"מספר מקבלי דמי אבטלה 
(סה""כ שנתי)","אחוז מקבלי דמי אבטלה מבני 67-20
(שנתי)","מקבלי דמי אבטלה 
(ממוצע חודשי) סה""כ","מקבלי דמי אבטלה 
(ממוצע חודשי) גברים","אחוז מקבלי דמי אבטלה מבני 67-20
(ממוצע חודשי)","גיל ממוצע של מקבלי דמי אבטלה
(לא כולל חיילים)","דמי אבטלה ממוצעים ליום
(ש""ח)","ימי זכאות לדמי אבטלה
(ממוצע שנתי)","ניצול ימי אבטלה בשנה 
(ממוצע שנתי)","ניצול ימי אבטלה בשנה 
(חציון שנתי)","מקבלי הכשרה מקצועית
סה""כ","מקבלי קצבאות זקנה ושאירים סה""כ (סוף שנה)",אחוז מקבלי השלמת הכנסה מבין מקבלי קצבאות זקנה ושאירים (סוף שנה),"מקבלי גמלת הבטחת הכנסה (נפשות, במשך השנה)",מקבלי גמלאות סיעוד (סוף שנה),מקבלי גמלאות נכות כללית (סוף שנה),מקבלי גמלאות ניידות (סוף שנה),מקבלי גמלאות נכות מעבודה ותלויים (סוף שנה),"אחוז המבוטחים בקופ""ח מתוך סך כל המבוטחים כללית","אחוז המבוטחים בקופ""ח מתוך סך כל המבוטחים מכבי","אחוז המבוטחים בקופ""ח מתוך סך כל המבוטחים מאוחדת","אחוז המבוטחים בקופ""ח מתוך סך כל המבוטחים לאומית","מספר משפחות של מקבלי קצבאות  בגין ילדים (סוף שנה) סה""כ",מספר משפחות של מקבלי קצבאות  בגין ילדים (סוף שנה) עם 2-1 ילדים במשפחה,מספר משפחות של מקבלי קצבאות  בגין ילדים (סוף שנה) עם 4-3 ילדים במשפחה,מספר משפחות של מקבלי קצבאות  בגין ילדים (סוף שנה) עם 5 ילדים ויותר במשפחה,"מספר ילדים שבגינם שולמו קצבאות סה""כ",מספר ילדים שבגינם שולמו קצבאות במשפחות עם 2-1 ילדים,מספר ילדים שבגינם שולמו קצבאות במשפחות עם 4-3 ילדים,מספר ילדים שבגינם שולמו קצבאות במשפחות עם 5 ילדים ויותר
"7,500",סח'נין,924,5.12,310,177,1.74,39,169,145,83,70,-                                                 ,"1,548",39.99,"2,404",517,"1,029",127,133,74.20,0.50,17,8.30,"4,938","3,013","1,803",122,"11,204","4,639","5,923",642
"4,501",ע'ג'ר,100,6.78,34,12,2.33,37,165,138,83,69,-                                                 ,81,59.26,78,18,53,13,1,99.70,0.20,0.10,0,402,220,170,12,979,350,567,62
666,עומר,144,3.71,43,22,1.10,39,253,137,68,56,-                                                 ,"1,490",1.95,29,156,172,48,64,63.90,27.80,3.80,4.50,"1,040",587,354,99,"2,710",908,"1,155",647
32,עוצם,90,3.19,27,11,0.96,43,260,148,71,70,-                                                 ,618,1.94,11,95,56,23,14,54.10,31.30,11.20,3.50,587,395,189,..                                                ,"1,219",600,604,15
530,עיילבון,163,4.76,56,27,1.64,40,177,142,83,73,-                                                 ,507,22.68,210,150,251,27,26,70.40,4.50,7.90,17.20,732,493,220,19,"1,586",782,705,99
511,עילוט,162,3.57,57,47,1.27,43,183,155,90,73,-                                                 ,323,35.60,505,110,295,49,60,88.20,1.90,9.30,0.60,"1,264",700,483,81,"3,116","1,059","1,631",426
74,עין הוד,61,6.05,22,..                                                ,2.27,41,228,153,86,81,-                                                 ,43,4.65,..                                                ,-                                                 ,25,5,5,70.90,12,14,3.10,176,98,73,..                                                ,426,153,247,26
532,עין מאהל,238,3.14,76,50,1.02,43,169,149,79,68,..                                                ,590,42.37,471,158,523,54,42,74.50,0.60,24.80,0.20,"2,028","1,209",769,50,"4,624","1,834","2,530",260
"4,502",עין קנייא,69,5.64,21,12,1.73,41,166,144,76,70,-                                                 ,136,55.88,104,53,85,7,7,34.20,4.80,57.30,3.70,352,236,111,..                                                ,750,372,353,25
"7,600",עכו,"2,089",7.21,653,290,2.26,40,177,141,76,64,..                                                ,"7,094",34.52,"4,212","1,451","2,384",250,260,60.20,9.80,10,20,"7,807","5,559","2,060",188,"15,879","8,221","6,639","1,019"
"3,660",עמנואל,98,5.82,28,12,1.70,37,161,141,69,53,-                                                 ,172,14.53,84,24,151,4,6,51.40,6.50,4.30,37.80,755,354,227,174,"2,428",534,778,"1,116"
534,עספיא,395,5.14,127,62,1.66,39,182,137,77,70,-                                                 ,"1,099",19.47,284,270,400,39,44,36.40,4,32.10,27.50,910,548,342,20,"2,114",931,"1,080",103
"7,700",עפולה,"2,303",7.45,731,315,2.40,40,183,140,76,67,..                                                ,"7,959",30.53,"1,875","1,618","2,682",288,253,81.10,11.70,4.80,2.50,"5,928","3,977","1,717",234,"12,779","5,877","5,584","1,318"
531,עראבה,504,3.63,171,104,1.25,41,176,150,84,70,-                                                 ,"1,264",32.28,"1,995",406,822,111,76,47.70,5.20,25.10,22.10,"4,064","2,308","1,557",199,"9,766","3,515","5,211","1,040"
"2,560",ערד,908,6.53,302,135,2.16,41,182,145,81,71,..                                                ,"4,132",41.89,914,915,"1,245",123,145,30.20,58.40,0.70,10.70,"4,559","2,569","1,218",772,"12,644","3,743","4,166","4,735"
637,ערערה,409,2.94,138,78,1.00,41,177,148,82,72,-                                                 ,"1,251",18.78,643,467,619,96,69,68.40,4.50,24.20,2.90,"2,866","1,640","1,107",119,"6,828","2,516","3,678",634
"1,192",ערערה-בנגב,226,3.02,69,52,0.95,34,194,129,72,65,-                                                 ,355,61.97,"3,650",86,317,54,11,76.70,4.20,13.60,5.50,"2,313",742,788,783,"8,765","1,155","2,725","4,885"
53,עתלית,80,3.05,23,..                                                ,0.89,40,226,145,65,62,-                                                 ,292,3.42,..                                                ,26,64,6,5,80.10,16.60,1.80,1.50,514,352,154,8,"1,069",535,492,42
537,פוריידיס,362,4.85,120,66,1.62,41,182,149,81,73,-                                                 ,660,22.88,228,200,420,50,47,81.70,9.50,8.70,0.20,"2,038","1,254",704,80,"4,649","1,910","2,310",429
535,פסוטה,97,4.88,33,15,1.67,39,184,139,83,75,-                                                 ,350,17.43,64,85,79,16,19,58.70,12.30,19.30,9.60,420,298,118,..                                                ,845,452,373,20
536,פקיעין (בוקייעה),110,3.02,35,19,0.97,37,183,127,73,67,..                                                ,503,15.71,120,131,172,28,20,64.80,6.20,2,27,875,657,209,9,"1,696",984,666,46
"7,800",פרדס חנה-כרכור,"1,292",5.39,435,199,1.83,42,224,149,83,78,..                                                ,"4,805",14.65,497,936,"1,119",177,139,56.10,24,17.70,2.20,"4,736","3,016","1,592",128,"10,473","4,657","5,111",705
171,פרדסייה,189,5.05,57,25,1.52,43,240,147,74,64,..                                                ,703,2.28,13,48,115,33,25,50.10,30.60,5.80,13.50,575,398,171,6,"1,146",569,540,37
"7,900",פתח תקווה,"7,046",5.22,"2,224",980,1.65,42,218,146,77,67,15,"38,178",16.36,"2,406","6,980","6,647",994,988,54.50,33.10,8.10,4.30,"31,337","20,292","9,752","1,293","69,978","30,943","31,653","7,382"
"8,000",צפת,"1,026",5.92,314,133,1.82,37,161,136,73,62,-                                                 ,"3,410",27.71,"2,519",798,"1,905",124,114,48.20,20.50,13.20,18,"5,576","2,848","1,671","1,057","16,571","4,246","5,726","6,599"
"3,557",קדומים,80,3.96,26,16,1.27,39,223,144,80,75,-                                                 ,330,12.12,28,22,53,13,8,50.40,17.70,3.60,28.30,679,250,244,185,"2,316",382,865,"1,069"
195,קדימה-צורן,372,2.83,125,53,0.96,44,242,154,84,80,..                                                ,"1,632",8.39,126,246,384,61,72,51.80,36.20,8.20,3.80,"2,151","1,424",676,51,"4,474","2,054","2,137",283
638,קלנסווה,350,2.86,116,73,0.96,40,187,143,80,67,..                                                ,"1,078",24.49,788,320,779,90,81,78.40,16.80,1,3.90,"3,450","1,886","1,323",241,"8,646","2,892","4,446","1,308"
"4,100",קצרין,288,6.82,93,39,2.22,43,187,149,80,72,..                                                ,"1,129",35.70,191,210,318,25,31,49.80,24.50,1.10,24.50,960,678,220,62,"2,091","1,001",737,353
"2,620",קריית אונו,956,4.35,310,126,1.41,42,254,146,79,73,-                                                 ,"5,740",8.19,152,949,691,144,96,41.10,47.30,5.10,6.50,"4,758","3,044","1,657",57,"10,356","4,832","5,200",324
"3,611",קריית ארבע,164,4.75,49,26,1.42,39,185,143,71,60,-                                                 ,628,35.99,144,142,220,24,16,13.90,4.20,78.40,3.50,"1,201",535,416,250,"3,744",792,"1,457","1,495"
"6,800",קריית אתא,"2,015",5.89,630,277,1.85,42,187,143,76,67,..                                                ,"9,553",23.97,"1,602","2,005","2,412",316,337,58.90,29.40,6.50,5.20,"6,961","4,855","1,904",202,"14,513","7,260","6,109","1,144"
"9,500",קריית ביאליק,"1,259",5.48,401,171,1.74,41,194,142,77,70,..                                                ,"8,242",18.56,929,"1,642","1,621",219,272,64,29.50,3.20,3.20,"4,942","3,674","1,225",43,"9,683","5,583","3,863",237
"2,630",קריית גת,"2,408",7.68,780,322,2.52,40,181,140,78,67,..                                                ,"7,360",34.35,"2,510","1,986","2,277",277,299,48.50,26.40,10.60,14.60,"7,434","4,685","2,130",619,"17,735","6,937","7,066","3,732"
"2,300",קריית טבעון,386,3.86,119,52,1.19,43,215,146,75,66,-                                                 ,"3,033",5.51,121,394,448,83,76,60,37.80,1.30,0.90,"1,859","1,287",538,34,"3,832","1,938","1,698",196
"9,600",קריית ים,"1,381",5.93,454,216,1.94,43,185,146,81,72,..                                                ,"9,115",31.62,"1,485","2,290","1,960",230,240,63.10,28.40,2.80,5.70,"5,324","4,076","1,167",81,"10,121","5,955","3,706",460
"1,137",קריית יערים,118,4.53,32,10,1.30,36,180,137,66,52,-                                                 ,164,10.98,21,18,88,5,-                                                 ,6,33.30,57.70,3,640,243,230,167,"2,161",357,801,"1,003"
"8,200",קריית מוצקין,"1,338",5.44,437,196,1.79,42,199,144,79,71,..                                                ,"9,553",18.62,953,"1,989","1,560",245,252,58.10,36.10,2.90,2.90,"5,153","3,897","1,216",40,"9,897","5,840","3,841",216
"1,034",קריית מלאכי,971,7.36,303,133,2.32,38,175,138,75,67,..                                                ,"2,450",28.90,"1,213",701,"1,130",113,144,62.30,10.80,3.10,23.80,"3,690","2,196","1,138",356,"9,084","3,221","3,800","2,063"
78,קריית ענבים,202,4.89,60,30,1.48,36,217,142,72,67,-                                                 ,151,7.95,..                                                ,10,117,14,12,31.80,19.80,21.30,27.10,"1,052",411,344,297,"3,561",609,"1,196","1,756"
469,קריית עקרון,355,5.43,106,47,1.61,40,195,140,72,59,-                                                 ,"1,440",15.07,277,405,408,55,81,71.70,8.80,17.20,2.30,"1,444",893,495,56,"3,281","1,342","1,629",310
"2,800",קריית שמונה,985,7.17,317,133,2.30,42,187,146,79,67,..                                                ,"3,154",25.27,703,735,"1,357",133,119,73.10,15,0.50,11.50,"3,362","2,344",903,115,"7,083","3,503","2,953",627
"3,640",קרני שומרון,204,4.74,66,30,1.56,42,220,146,79,72,-                                                 ,672,15.77,40,79,180,28,21,34.50,25.40,4.20,35.80,"1,061",539,347,175,"2,970",807,"1,182",981
543,ראמה,219,4.69,65,35,1.40,37,169,126,70,62,-                                                 ,896,21.99,257,298,335,33,31,61.20,14.60,17.40,6.90,"1,171",833,313,25,"2,414","1,266","1,010",138
"2,640",ראש העין,"2,059",5.60,626,267,1.77,41,221,143,73,64,..                                                ,"4,854",8.14,479,873,"1,207",182,164,55.30,31.20,8.10,5.40,"5,335","3,352","1,732",251,"12,085","5,000","5,653","1,432"
26,ראש פינה,"1,242",3.79,384,174,1.19,40,219,142,74,67,..                                                ,"6,436",3.50,359,865,890,160,120,60.10,17.90,18.30,3.60,"6,260","3,526","2,457",277,"15,070","5,414","8,123","1,533"
"8,300",ראשון לציון,"7,733",5.13,"2,490","1,061",1.65,42,213,144,78,69,13,"41,660",15.28,"2,456","7,558","6,505","1,167","1,176",41.40,43.80,9.50,5.40,"31,280","22,499","8,296",485,"62,856","33,797","26,313","2,746"
"1,161",רהט,"1,131",3.66,359,196,1.19,36,174,139,77,66,..                                                ,"1,558",53.27,"5,411",430,"1,763",260,103,81.50,2.10,3.50,13,"9,931","3,948","3,583","2,400","32,655","6,091","12,400","14,164"
"8,400",רחובות,"3,967",5.13,"1,197",498,1.55,40,215,142,72,64,..                                                ,"20,877",14.60,"2,071","4,012","3,724",549,543,49.10,21.90,25.50,3.50,"17,631","10,795","5,786","1,050","41,557","16,514","18,839","6,204"
542,ריינה,324,2.96,111,73,1.02,45,187,156,86,77,-                                                 ,902,28.27,632,256,602,60,78,66.60,13.70,16.20,3.50,"2,335","1,408",830,97,"5,400","2,139","2,745",516
922,רכסים,304,5.65,80,29,1.52,35,146,131,63,50,..                                                ,545,10.64,338,84,295,29,11,40,32.60,22.90,4.60,"1,720",671,507,542,"6,118",985,"1,752","3,381"
"8,500",רמלה,"2,160",4.98,672,295,1.55,41,191,145,75,66,..                                                ,"9,161",26.49,"1,978","2,802","2,963",358,419,64.30,22.40,9.10,4.20,"11,110","6,955","3,530",625,"25,519","10,393","11,651","3,475"
"8,600",רמת גן,"4,688",4.71,"1,450",615,1.48,41,238,141,74,66,..                                                ,"26,576",8.53,"1,048","5,210","3,809",699,573,39.90,47.40,6.40,6.30,"18,690","13,556","4,828",306,"37,662","20,687","15,275","1,700"
"2,650",רמת השרון,993,3.97,314,123,1.26,43,258,149,78,67,-                                                 ,"8,492",4.17,127,999,825,175,129,33.30,60.10,3.70,3,"5,750","3,812","1,825",113,"12,331","5,903","5,763",665
122,רמת ישי,222,4.89,66,25,1.45,43,223,144,71,61,-                                                 ,961,2.08,49,71,176,26,43,61.70,35.70,0.70,1.90,876,582,283,11,"1,861",899,903,59
"8,700",רעננה,"1,761",4.23,564,231,1.36,43,243,149,78,68,..                                                ,"12,443",5.33,203,"1,315","1,653",354,262,36.40,54.20,7.10,2.30,"10,322","6,932","3,105",285,"22,097","10,539","10,007","1,551"
913,שבלי - אום אל-גנם,179,5.55,58,26,1.81,40,177,147,79,67,..                                                ,357,37.25,182,100,201,31,15,96,1.90,1.90,0.20,989,555,379,55,"2,416",854,"1,270",292
"1,286",שגב-שלום,176,3.82,52,32,1.17,36,174,142,70,50,..                                                ,259,54.05,"1,603",40,215,29,4,75.80,0.70,23.20,0.40,"1,368",424,532,412,"4,992",652,"1,851","2,489"
36,שדה דוד,479,5.08,156,70,1.66,40,216,143,78,68,..                                                ,"1,682",4.58,119,296,298,62,72,67.60,19.70,6.70,6,"1,941","1,051",792,98,"4,797","1,633","2,627",537
18,שדה משה,607,4.68,198,85,1.53,43,240,149,81,71,..                                                ,"2,636",1.67,93,486,385,73,100,57.50,30.60,5.80,6.20,"2,926","1,792","1,068",66,"6,545","2,761","3,410",374
27,שדות מיכה,136,3.81,46,17,1.31,42,248,147,83,78,..                                                ,650,2,14,99,68,15,24,53.40,36.40,7.90,2.30,702,457,240,..                                                ,"1,489",703,760,26
"1,031",שדרות,"1,106",6.75,369,171,2.30,41,193,143,80,70,-                                                 ,"2,834",35.71,"1,163","1,001","1,009",110,117,57.10,24.70,1.40,16.80,"3,224","2,003","1,002",219,"7,450","2,918","3,275","1,257"
"1,304",שוהם,503,3.88,158,64,1.22,43,263,146,76,67,-                                                 ,"1,368",2.78,43,131,250,49,56,40.80,50.70,7.30,1.20,"2,227","1,512",687,28,"4,555","2,210","2,191",154
7,שחר,397,5.60,124,55,1.77,41,213,144,76,70,..                                                ,"2,377",1.68,117,243,345,56,49,92.30,6.80,0.60,0.30,"1,700","1,036",536,128,"4,008","1,521","1,795",692
812,שלומי,271,7.06,89,43,2.35,41,194,147,81,70,-                                                 ,728,26.37,255,153,253,29,26,58.40,19.80,3.50,18.30,948,635,283,30,"2,027",952,903,172
538,שעב,185,4.56,68,47,1.69,39,180,147,93,91,-                                                 ,320,47.81,654,86,306,27,38,55.80,0.30,15.80,28.20,"1,078",664,377,37,"2,431",997,"1,236",198
"8,800",שפרעם,989,3.95,324,196,1.31,41,181,146,80,67,..                                                ,"2,792",32.56,"2,051",673,"1,539",175,188,54.10,32.80,11,2.10,"5,781","3,798","1,816",167,"12,507","5,708","5,914",885
"5,000",תל אביב -יפו,"12,713",4.27,"3,912","1,752",1.33,38,256,131,71,64,..                                                ,"67,517",11.17,"5,348","12,816","13,550","1,594","1,423",40.20,49.50,5.70,4.50,"52,252","37,509","13,743","1,000","107,218","57,901","43,613","5,704"
154,תל מונד,331,4.39,106,47,1.42,43,255,150,78,76,..                                                ,"1,043",4.79,82,133,233,53,46,45.90,47.70,4.90,1.50,"1,539","1,012",496,31,"3,237","1,485","1,578",174
"1,054",תל שבע,245,2.94,71,45,0.87,36,171,137,70,54,-                                                 ,477,57.86,"3,957",93,489,83,13,92.50,0.60,6.20,0.60,"3,175","1,105","1,055","1,015","11,452","1,704","3,637","6,111"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
