סמל היישוב,שם יישוב,"מספר מקבלי דמי אבטלה 
(סה""כ שנתי)","אחוז מקבלי דמי אבטלה מבני 67-20
(שנתי)","מקבלי דמי אבטלה 
(ממוצע חודשי) סה""כ","מקבלי דמי אבטלה 
(ממוצע חודשי) גברים","אחוז מקבלי דמי אבטלה מבני 67-20
(ממוצע חודשי)","גיל ממוצע של מקבלי דמי אבטלה
(לא כולל חיילים)","דמי אבטלה ממוצעים ליום
(ש""ח)","ימי זכאות לדמי אבטלה
(ממוצע שנתי)","ניצול ימי אבטלה בשנה 
(ממוצע שנתי)","ניצול ימי אבטלה בשנה 
(חציון שנתי)","מקבלי הכשרה מקצועית
סה""כ","מקבלי קצבאות זקנה ושאירים סה""כ (סוף שנה)",אחוז מקבלי השלמת הכנסה מבין מקבלי קצבאות זקנה ושאירים (סוף שנה),"מקבלי גמלת הבטחת הכנסה (נפשות, במשך השנה)",מקבלי גמלאות סיעוד (סוף שנה),מקבלי גמלאות נכות כללית (סוף שנה),מקבלי גמלאות ניידות (סוף שנה),מקבלי גמלאות נכות מעבודה ותלויים (סוף שנה),"אחוז המבוטחים בקופ""ח מתוך סך כל המבוטחים כללית","אחוז המבוטחים בקופ""ח מתוך סך כל המבוטחים מכבי","אחוז המבוטחים בקופ""ח מתוך סך כל המבוטחים מאוחדת","אחוז המבוטחים בקופ""ח מתוך סך כל המבוטחים לאומית","מספר משפחות של מקבלי קצבאות  בגין ילדים (סוף שנה) סה""כ",מספר משפחות של מקבלי קצבאות  בגין ילדים (סוף שנה) עם 2-1 ילדים במשפחה,מספר משפחות של מקבלי קצבאות  בגין ילדים (סוף שנה) עם 4-3 ילדים במשפחה,מספר משפחות של מקבלי קצבאות  בגין ילדים (סוף שנה) עם 5 ילדים ויותר במשפחה,"מספר ילדים שבגינם שולמו קצבאות סה""כ",מספר ילדים שבגינם שולמו קצבאות במשפחות עם 2-1 ילדים,מספר ילדים שבגינם שולמו קצבאות במשפחות עם 4-3 ילדים,מספר ילדים שבגינם שולמו קצבאות במשפחות עם 5 ילדים ויותר
37,איתן,709,14.30,240,97,4.88,38,197,114,91,79,-                                                 ,974,2.87,172,313,134,14,20,80.60,14.70,1.90,2.80,"1,036",616,381,39,"2,378",917,"1,246",215
478,אכסאל,"1,069",12.40,481,311,5.64,37,158,121,131,137,-                                                 ,726,37.74,704,364,518,92,61,84.60,11.20,0.80,3.30,"2,277","1,354",847,76,"5,293","2,100","2,792",401
41,אליכין,660,11.50,247,94,4.34,39,205,122,104,103,-                                                 ,945,1.69,55,212,177,12,14,79.60,17.20,1.40,1.90,"1,000",563,379,58,"2,457",874,"1,234",349
"1,309",אלעד,"3,587",18.40,"1,338",545,6.99,37,158,132,104,103,..                                                ,982,9.47,573,198,868,67,6,34.50,32.20,23.50,9.70,"6,036","1,420","2,016","2,600","25,580","2,225","7,092","16,263"
"3,750",אלפי מנשה,799,17.70,319,123,7.04,42,202,130,112,104,-                                                 ,855,4.09,38,60,169,36,21,45,47.70,5.50,1.90,"1,123",773,335,15,"2,352","1,211","1,055",86
"3,560",אלקנה,256,13.10,98,41,5.03,38,199,127,105,103,-                                                 ,515,0.97,..                                                ,40,45,10,8,52.40,34.20,4.40,9,635,270,295,70,"1,797",407,"1,017",373
529,אעבלין,"1,379",17,576,331,7.18,38,151,125,119,120,-                                                 ,911,33.37,584,390,491,58,46,73.60,11.50,11.10,3.90,"1,816","1,122",642,52,"4,057","1,701","2,086",270
"3,650",אפרת,809,14.20,311,150,5.50,38,192,123,107,105,-                                                 ,732,4.64,47,104,209,20,7,23.40,36.40,38.30,1.90,"1,421",690,552,179,"3,894","1,028","1,901",965
"3,570",אריאל,"1,936",15.90,747,351,6.14,42,195,131,107,103,..                                                ,"2,614",31.22,148,601,532,61,73,41.40,37.80,3.40,17.40,"2,357","1,642",606,109,"5,002","2,396","1,957",649
71,אשבול,"1,717",18.10,651,271,7.02,39,185,126,105,103,-                                                 ,"1,477",3.79,87,92,370,35,38,78.60,16.50,1.30,3.50,"2,120","1,191",727,202,"5,402","1,817","2,421","1,164"
70,אשדוד,"21,843",18,"8,733","3,689",7.20,41,173,129,112,112,30,"33,934",30.12,"5,953","11,505","6,596",765,"1,092",31.90,31,19.90,17.20,"31,530","19,140","9,212","3,178","77,996","28,212","30,483","19,301"
"7,100",אשקלון,"14,266",16.90,"5,736","2,323",6.86,40,173,127,112,117,22,"23,440",34.48,"5,711","9,425","5,588",592,776,49.70,28.50,11.50,10.30,"16,965","11,059","5,150",756,"37,463","16,383","16,871","4,209"
"6,000",באקה אל-גרביה,"2,659",15.20,"1,140",679,6.61,37,162,125,123,124,-                                                 ,"1,692",17.38,858,975,"1,057",149,110,72.60,4.80,11.70,10.90,"5,722","3,562","1,984",176,"12,946","5,464","6,554",928
"2,530",באר יעקב,"2,421",15.50,940,377,6.08,40,210,130,109,105,..                                                ,"2,068",9.19,205,384,436,42,41,49.40,39.80,7.30,3.50,"2,348","1,176","1,100",72,"5,826","1,887","3,531",408
"9,000",באר שבע,"19,999",16.40,"7,646","3,191",6.27,40,169,123,106,103,14,"32,847",29.06,"8,642","10,071","11,135","1,120","1,253",61.80,25.30,4.50,8.50,"31,132","19,743","9,449","1,940","71,884","29,533","30,935","11,416"
482,בועיינה-נוג'ידאת,"1,032",17.80,447,274,7.82,37,153,117,124,128,-                                                 ,422,48.82,521,205,411,47,41,71.90,0.20,11.70,16.20,"1,582",937,597,48,"3,650","1,426","1,980",244
"4,001",בוקעאתא,685,16.60,278,151,6.79,37,140,119,114,118,-                                                 ,430,39.07,290,172,283,32,14,54.50,11.20,10.30,24,"1,016",768,243,..                                                ,"1,960","1,168",767,25
998,ביר אל-מכסור,953,17,425,287,7.70,38,166,125,128,136,-                                                 ,537,35.38,445,231,386,59,31,61.90,2.30,13.40,22.30,"1,572",909,588,75,"3,786","1,429","1,960",397
"3,574",בית אל,401,15.10,140,70,5.30,36,157,113,95,83,..                                                ,347,6.34,39,47,112,14,10,50.90,5.30,2.80,41.10,"1,096",439,366,291,"3,673",643,"1,266","1,764"
"3,652",בית אריה-עופרים,515,16.70,203,87,6.61,41,200,130,110,103,-                                                 ,422,6.64,36,50,96,15,22,23.50,36.30,5.60,34.60,558,356,191,11,"1,218",534,622,62
480,בית ג'ן,"1,044",13.60,409,134,5.36,36,146,117,110,114,..                                                ,946,16.91,396,372,480,55,27,46.40,0.20,31.50,21.90,"1,760","1,289",455,16,"3,492","1,971","1,440",81
466,בית דגן,778,17.20,315,142,7.12,41,191,127,114,118,..                                                ,827,6.53,96,179,194,42,30,49.90,34.20,13.40,2.40,809,533,252,24,"1,742",788,824,130
16,בית ניר,"4,241",18.60,"1,687",674,7.41,40,202,124,112,109,..                                                ,"5,117",1.70,137,787,722,127,134,69.30,22.30,5.40,3.10,"5,078","3,411","1,589",78,"10,686","5,209","5,048",429
"9,200",בית שאן,"2,477",22.70,960,419,8.83,39,169,123,107,105,..                                                ,"2,324",15.06,"1,110",704,995,73,101,93,6.40,0.30,0.30,"3,032","1,946",907,179,"6,955","2,909","2,991","1,055"
"2,610",בית שמש,"8,692",14.70,"3,276","1,386",5.70,36,161,122,105,103,..                                                ,"4,971",23.40,"3,726","1,645","3,169",227,40,25.80,13.60,42.10,18.50,"14,703","5,449","4,278","4,976","55,268","8,008","14,779","32,481"
"3,780",ביתר עילית,"4,656",20.20,"1,708",750,7.58,35,144,120,102,104,..                                                ,805,19.38,"2,111",189,"1,170",65,14,19.30,4.70,47.40,28.60,"7,715","2,051","2,124","3,540","33,834","3,103","7,449","23,282"
"6,100",בני ברק,"14,062",15.60,"5,239","2,075",5.88,36,155,124,105,103,..                                                ,"13,539",11.88,"2,639","3,035","5,533",537,185,24.70,48.90,16.30,10.10,"33,214","12,995","10,905","9,314","116,279","19,617","37,660","59,002"
"1,066","בני עי""ש",761,19.30,286,119,7.18,42,183,133,104,95,..                                                ,"1,368",37.35,123,567,227,36,15,46.50,24.10,27.30,2.20,729,507,185,37,"1,562",745,612,205
"9,800",בנימינה-גבעת עדה*,886,9.90,362,130,4.05,40,200,124,115,122,..                                                ,"1,389",5.54,108,271,281,37,50,44.80,36.40,12.50,6.30,"1,748","1,127",593,28,"3,768","1,706","1,904",158
"1,326","בסמ""ה",886,15.20,406,279,7.09,36,157,119,133,146,-                                                 ,486,29.01,549,319,258,39,21,75,4.90,19.40,0.60,"1,586",900,602,84,"3,862","1,397","2,017",448
944,בסמת טבעון,835,17.60,335,187,7.16,37,154,121,114,120,-                                                 ,495,23.23,307,117,318,32,24,88.10,9.90,0.80,1.20,"1,162",743,378,41,"2,620","1,133","1,275",212
483,בענה,807,16.10,355,200,7.16,37,142,123,128,129,-                                                 ,459,36.60,481,252,287,35,17,61.30,2.70,15.20,20.80,603,250,313,40,"1,668",411,"1,047",210
"6,200",בת ים,"15,158",20.60,"6,167","2,700",8.33,43,183,135,115,117,..                                                ,"30,054",26.71,"3,813","9,639","5,381",638,580,37,49.50,7.20,6.30,"18,779","13,872","4,414",493,"37,602","20,514","14,194","2,894"
33,בת שלמה,"1,923",14.70,773,302,5.90,39,190,121,113,117,..                                                ,"3,509",1.62,188,583,487,84,113,66,19,8.20,6.80,"2,864","1,758","1,036",70,"6,404","2,656","3,364",384
"3,730",גבעת זאב,"1,811",19.20,717,328,7.65,36,173,116,112,120,..                                                ,"1,467",7.02,297,257,352,69,63,34.40,14.10,41.20,10.30,"2,209",952,803,454,"6,920","1,441","2,750","2,729"
681,גבעת שמואל,"1,878",12.70,726,307,4.96,39,197,124,108,103,-                                                 ,"3,296",6.43,155,645,468,86,67,37.10,49.70,8.60,4.60,"3,641","1,959","1,473",209,"9,063","2,990","4,962","1,111"
"6,300",גבעתיים,"5,527",14.90,"2,161",904,5.85,40,215,125,110,104,..                                                ,"9,360",4.87,308,"1,968","1,182",203,186,39.40,51.60,5.70,3.20,"7,321","5,188","2,090",43,"14,786","8,021","6,527",238
35,גדות,644,13.80,235,88,5.07,40,205,128,101,95,..                                                ,936,1.71,39,200,151,24,19,73.40,20.10,3.70,2.70,910,519,371,20,"2,103",816,"1,182",105
"1,292",ג'דיידה-מכר,"2,465",19.20,"1,028",549,8.08,37,151,118,120,126,-                                                 ,"1,262",30.19,"1,508",420,843,94,82,85.30,1.30,3.50,9.90,"2,978","2,071",854,53,"6,214","3,147","2,795",272
"2,550",גדרה,"2,159",13.40,820,329,5.24,39,191,124,105,101,..                                                ,"2,777",13.54,328,782,506,70,81,59,25.80,14.10,1.10,"3,353","1,980","1,224",149,"7,842","3,024","3,973",845
485,ג'ולס,617,14.50,253,91,6.03,37,146,117,117,122,-                                                 ,469,10.87,129,145,255,28,23,73.70,0.60,5.40,20.30,890,665,222,..                                                ,"1,708","1,004",689,15
627,ג'לג'וליה,711,12.50,299,157,5.34,37,160,122,120,120,-                                                 ,568,23.94,334,264,383,37,25,79.70,16.70,2.90,0.70,"1,529",899,549,81,"3,622","1,383","1,808",431
166,גן יבנה,"2,263",15.90,875,351,6.19,40,186,122,108,103,..                                                ,"1,902",8.62,257,412,491,56,83,42.20,32.40,20.20,5.10,"2,375","1,507",776,92,"5,278","2,238","2,540",500
72,גן שמואל,"3,467",15.40,"1,319",570,6.02,38,194,127,106,104,..                                                ,"1,959",9.70,235,252,568,85,71,42.60,30.60,4.80,22,"4,971","2,017","1,767","1,187","16,103","3,010","6,125","6,968"
229,גני תקווה,"1,645",14.10,660,270,5.77,41,211,131,113,113,..                                                ,"3,318",3.62,153,516,366,63,54,41,47.10,5,6.90,"2,047","1,318",643,86,"4,540","1,998","2,042",500
541,ג'סר א-זרקא,"1,381",16.80,549,290,6.76,37,157,126,112,120,-                                                 ,668,9.13,423,185,795,32,16,81.70,0.20,2.10,16,"2,318","1,165",881,272,"6,293","1,756","3,003","1,534"
39,גפן,867,15.70,321,136,5.85,38,177,121,103,100,-                                                 ,908,2.09,147,286,241,38,36,65.50,30.20,2.80,1.50,"1,261",640,482,139,"3,391",978,"1,632",781
487,ג'ש (גוש חלב),281,14.70,115,52,6.01,39,168,120,115,113,..                                                ,342,17.25,41,136,94,8,20,67.70,6.50,4.20,21.50,402,283,116,..                                                ,818,430,372,16
628,ג'ת,953,13.10,412,253,5.72,37,160,121,124,129,..                                                ,838,13.72,336,477,211,19,26,60.90,1.20,9.10,28.90,373,145,209,19,"1,054",260,688,106
494,דאלית אל-כרמל,"1,881",16.60,774,332,6.85,39,160,124,117,120,..                                                ,"1,501",22.12,400,406,887,92,118,49.20,9.10,19.30,22.50,"3,502","2,818",671,13,"6,350","4,162","2,123",65
489,דבורייה,888,14.40,394,230,6.45,37,155,121,127,129,-                                                 ,660,27.88,276,351,376,42,38,68,12.60,16.80,2.50,"1,575",989,549,37,"3,515","1,511","1,809",195
490,דייר אל-אסד,905,12.30,392,216,5.39,38,159,124,126,129,-                                                 ,654,32.57,488,344,328,31,21,77,0.50,16.10,6.30,949,383,493,73,"2,661",640,"1,641",380
492,דייר חנא,"1,552",24.30,713,426,11.27,38,157,120,134,150,..                                                ,672,39.43,567,354,461,51,60,70.60,0.80,9.10,19.60,"1,531","1,033",464,34,"3,235","1,561","1,493",181
"2,200",דימונה,"4,223",20.40,"1,619",667,7.87,39,171,122,106,100,..                                                ,"4,914",32.93,"2,884","1,576","1,888",168,237,67.40,27.30,0.30,4.90,"6,236","3,993","1,815",428,"14,463","5,926","6,006","2,531"
"9,700",הוד השרון,"5,409",14.90,"2,165",862,5.97,41,211,127,113,112,..                                                ,"8,765",5.96,329,"1,258","1,383",189,190,45.90,42.40,9.30,2.30,"6,845","4,625","2,121",99,"14,356","7,091","6,704",561
"3,769",הר אדר,368,15.80,150,63,6.48,38,194,112,116,124,..                                                ,482,2.70,22,23,47,6,3,35.40,26.30,35.40,2.90,443,293,147,..                                                ,948,457,476,15
"6,400",הרצלייה,"8,713",14.90,"3,452","1,456",6.00,41,206,128,112,107,..                                                ,"18,623",6.24,650,"2,861","2,457",367,369,37.50,47.50,11.60,3.50,"12,036","8,504","3,336",196,"24,588","12,940","10,537","1,111"
"9,300",זכרון יעקב,"1,847",13.90,755,307,5.72,40,189,122,116,121,..                                                ,"2,765",4.45,155,462,435,81,64,41.50,46.80,10.40,1.30,"2,625","1,634",841,150,"6,137","2,482","2,732",923
"1,290",זמר,580,13.90,254,131,6.18,38,159,123,127,129,-                                                 ,473,15.22,210,241,190,20,18,58.20,1.60,12.20,28,993,611,344,38,"2,292",941,"1,148",203
975,זרזיר,762,16.40,324,176,7.06,37,155,125,121,129,-                                                 ,388,27.84,313,134,324,52,19,79.30,2.80,17,0.80,"1,385",802,510,73,"3,308","1,231","1,700",377
"6,500",חדרה,"10,405",18.20,"4,092","1,690",7.19,40,181,126,110,109,10,"16,034",21.29,"2,665","4,516","3,291",405,396,53.70,15.20,21,10.10,"11,355","7,567","3,304",484,"24,854","11,311","10,719","2,824"
"6,600",חולון,"20,655",18.50,"8,316","3,553",7.44,42,189,133,114,114,15,"35,989",15.53,"3,295","10,934","6,481",949,815,37.80,51.50,5.40,5.30,"25,693","17,598","7,374",721,"54,219","26,443","23,698","4,078"
"1,303",חורה,713,7.60,299,209,3.26,34,164,117,120,129,-                                                 ,431,54.06,"2,470",157,533,63,25,83.30,0.30,4.60,11.80,"2,318",624,753,941,"9,490",925,"2,674","5,891"
496,חורפיש,434,11,179,89,4.56,36,151,116,117,125,..                                                ,449,11.14,130,163,192,34,11,66.80,2,11.70,19.60,"1,014",728,280,6,"2,023","1,100",893,30
"4,000",חיפה,"21,689",13.50,"8,599","3,789",5.35,40,174,126,111,108,12,"56,704",21.25,"8,921","11,901","11,282","1,322","1,320",48.70,38.20,9.50,3.60,"35,149","25,160","8,545","1,444","73,783","37,767","27,373","8,643"
13,חצבה,777,12.20,290,115,4.60,39,193,122,104,103,-                                                 ,"1,870",1.82,69,395,251,38,44,84.10,13.60,0.40,1.90,"1,425",867,538,20,"3,177","1,343","1,727",107
"2,034",חצור הגלילית,"1,121",21.20,436,184,8.35,38,161,122,108,105,..                                                ,"1,218",17.57,315,343,501,37,57,60.80,25.60,0.50,13.10,"1,639",968,510,161,"4,169","1,475","1,704",990
"1,247",חריש,"2,438",18.10,937,358,8.08,38,189,127,107,110,..                                                ,"1,070",24.30,871,201,249,13,14,49.70,28.70,13.20,8.40,419,229,130,60,"1,108",317,442,349
"6,700",טבריה,"5,907",23.20,"2,360","1,028",9.31,39,164,126,112,110,..                                                ,"6,629",21.81,"2,715","1,726","3,145",257,203,72.80,8.20,8.60,10.50,"6,573","4,245","1,836",492,"15,312","6,310","6,023","2,979"
962,טובא-זנגרייה,924,22.80,354,152,8.84,37,161,120,107,103,-                                                 ,318,27.36,288,109,345,32,27,83,0.10,0.30,16.50,"1,029",600,393,36,"2,390",909,"1,289",192
498,טורעאן,"1,687",20.20,709,468,8.61,37,150,122,121,120,-                                                 ,823,26.00,583,362,453,43,25,65.60,32.50,1.80,0.10,"2,174","1,268",824,82,"5,095","1,962","2,702",431
"2,730",טייבה,"4,296",16.90,"1,812",966,7.22,38,152,125,120,120,-                                                 ,"2,891",18.85,"1,735","1,312","1,635",165,120,71.60,11.40,12.10,4.90,"6,507","4,005","2,201",301,"14,956","6,084","7,260","1,612"
"2,720",טירה,"2,243",13.80,858,469,5.32,37,161,120,108,118,-                                                 ,"2,078",28.30,453,984,"1,158",90,69,74.10,17.30,0.70,7.90,"3,696","2,576","1,035",85,"7,686","3,866","3,357",463
"2,100",טירת כרמל,"2,726",17.30,"1,071",447,7.10,40,170,125,109,105,..                                                ,"4,035",20.77,"1,092",889,"1,187",108,118,65.50,22.10,3,9.40,"2,787","1,916",812,59,"5,809","2,879","2,604",326
"8,900",טמרה,"3,106",15,"1,301",775,6.39,37,147,120,120,120,..                                                ,"2,038",38.22,"1,802",907,"1,345",143,104,88.60,1.20,1.70,8.50,"5,093","3,308","1,658",127,"11,148","5,082","5,399",667
"1,295",יאנוח-ג'ת,476,11.50,183,82,4.48,35,159,115,109,113,-                                                 ,"1,164",3.61,116,135,240,41,25,82.60,11.50,5.20,0.70,993,670,315,8,"2,114","1,043","1,030",41
46,יבנאל,396,19.70,151,66,7.61,37,161,121,105,103,..                                                ,329,8.51,308,85,240,21,9,51.40,4.50,1.70,42.30,601,290,182,129,"1,856",439,621,796
"2,660",יבנה,"4,670",16,"1,776",738,6.25,40,193,128,106,103,..                                                ,"6,014",13.22,771,"1,459","1,340",187,200,48.40,40.20,7.10,4.40,"5,630","3,624","1,786",220,"12,478","5,502","5,772","1,204"
"9,400",יהוד-מונוסון,"3,034",17.80,"1,197",497,7.05,41,199,130,110,103,..                                                ,"4,999",6.50,309,943,791,126,149,48.40,36.40,11.10,4,"3,831","2,588","1,167",76,"8,125","3,971","3,729",425
29,יסוד המעלה,340,10.30,128,52,3.91,37,181,117,105,103,..                                                ,472,2.12,19,126,99,15,15,60.20,24.70,10,5.10,820,326,360,134,"2,483",510,"1,235",738
499,יפיע,"2,177",18.80,992,639,8.67,37,153,121,132,133,..                                                ,"1,222",34.45,875,460,623,92,97,70.30,12.40,11.10,6.20,"2,808","1,763",964,81,"6,243","2,686","3,138",419
240,יקנעם עילית,"2,260",16.30,863,324,6.23,40,185,124,106,103,..                                                ,"2,931",21.05,435,681,662,78,77,52.30,35.60,0.70,11.40,"2,869","2,018",802,49,"5,799","2,969","2,569",261
831,ירוחם,"1,088",18.30,406,176,6.91,38,170,123,101,98,..                                                ,"1,045",32.44,566,359,480,41,41,69.80,28.60,0.80,0.80,"1,632",902,487,243,"4,475","1,361","1,638","1,476"
"3,000",ירושלים,"67,895",14.20,"27,565","15,570",5.80,37,165,121,116,120,39,"81,764",14.69,"28,503","21,909","23,791","3,239","1,865",41.60,12.90,36.70,8.70,"144,610","71,296","50,657","22,657","417,573","108,399","171,917","137,257"
502,ירכא,"1,451",14,603,294,5.86,35,151,111,120,129,-                                                 ,922,11.06,495,285,777,108,70,56.20,0.40,29.10,14.30,"2,461","1,643",774,44,"5,255","2,515","2,514",226
504,כאבול,"1,051",12.70,474,282,5.81,38,150,124,129,129,-                                                 ,633,43.60,662,312,497,53,47,77.40,0.30,21.90,0.50,"1,877","1,218",618,41,"4,114","1,873","2,031",210
505,כאוכב אבו אל-היג'א,399,18.60,164,84,7.75,36,151,116,117,120,-                                                 ,268,44.03,189,131,100,15,17,80.20,2.60,2.70,14.60,537,317,208,12,"1,225",495,669,61
"1,224",כוכב יאיר,312,5.80,128,60,2.38,41,230,128,117,118,-                                                 ,"1,242",2.33,23,80,206,41,35,41.20,42.90,3.90,12,948,704,233,11,"1,833","1,033",743,57
"1,059",כסיפה,"1,042",10.70,404,315,4.23,33,169,110,110,115,..                                                ,466,57.30,"3,336",154,436,65,14,81.20,5.80,3.40,9.60,"2,253",802,775,676,"7,936","1,246","2,687","4,003"
"1,296",כסרא-סמיע,667,12.80,286,137,5.58,35,155,118,123,139,-                                                 ,417,13.43,318,130,330,35,31,67.30,6.90,8.50,17.40,"1,472",926,519,27,"3,246","1,423","1,685",138
978,כעביה-טבאש-חג'אג'רה,580,18,235,135,7.45,37,164,120,116,120,-                                                 ,284,27.82,302,116,178,41,12,64.80,5,28.80,1.40,857,465,346,46,"2,117",705,"1,170",242
633,כפר ברא,233,11.20,91,53,4.44,35,160,109,111,113,-                                                 ,163,17.18,39,88,124,13,13,51.90,0.80,47.20,0.10,573,360,180,33,"1,314",536,598,180
76,כפר גלעדי,"1,734",14.10,658,290,5.46,37,179,122,105,104,..                                                ,"1,143",10.32,170,132,383,44,15,33.40,29.10,29.90,7.70,"3,186","1,192","1,286",708,"10,211","1,782","4,495","3,934"
"1,263",כפר ורדים,505,15.90,202,83,6.36,40,192,118,112,120,-                                                 ,959,2.92,47,93,120,17,19,53.10,38.70,6.20,2.10,584,436,144,..                                                ,"1,125",635,463,27
507,כפר יאסיף,"1,239",19.60,523,250,8.31,37,150,118,122,129,-                                                 ,"1,017",16.42,466,287,427,58,46,79.10,7.60,2.60,10.70,"1,348",985,352,11,"2,710","1,516","1,136",58
168,כפר יונה,"2,504",15.90,976,391,6.37,40,194,126,109,103,-                                                 ,"2,521",8.89,285,413,670,73,73,50.70,32.20,9.30,7.80,"2,714","1,639","1,008",67,"6,126","2,524","3,230",372
508,כפר כמא,245,11.50,95,47,4.48,38,167,123,108,113,-                                                 ,431,12.99,33,134,130,18,20,96.30,2.60,1,0.20,448,347,100,..                                                ,837,514,318,..                                                
509,כפר כנא,"2,423",18.20,"1,083",714,8.28,37,145,119,130,131,-                                                 ,"1,216",36.68,"1,313",576,814,104,65,75.10,4.80,18.80,1.30,"3,420","1,940","1,316",164,"8,221","2,958","4,408",855
510,כפר מנדא,"2,216",19,"1,061",744,9.28,37,147,120,140,155,-                                                 ,"1,019",30.42,"1,752",436,702,85,50,76,7.30,10.50,6.10,"3,297","1,962","1,219",116,"7,667","3,004","4,045",618
"6,900",כפר סבא,"8,257",15.30,"3,231","1,374",5.94,41,203,129,110,105,..                                                ,"19,232",8.48,664,"3,332","2,800",410,331,55.50,34.70,7.70,2.20,"12,402","8,373","3,833",196,"26,064","12,837","12,145","1,082"
634,כפר קאסם,"1,696",12.40,709,402,5.25,37,157,120,120,120,-                                                 ,"1,136",23.24,429,516,878,101,89,86.70,0.60,6,6.80,"3,677","2,249","1,256",172,"8,498","3,401","4,150",947
654,כפר קרע,"1,783",15.40,756,382,6.58,37,165,123,121,127,-                                                 ,"1,221",15.56,548,615,631,82,61,63.70,7.50,20.40,8.40,"2,676","1,661",944,71,"6,002","2,536","3,091",375
